"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Wang J.; Gao Z.; Zhang Y.; Zhou J.; Wu J.; Li P.","Wang, Jizhang (15060721800); Gao, Zhiheng (57386110600); Zhang, Yun (57219396824); Zhou, Jing (44661713700); Wu, Jianzhi (57387224700); Li, Pingping (8904737500)","15060721800; 57386110600; 57219396824; 44661713700; 57387224700; 8904737500","Real-time detection and location of potted flowers based on a ZED camera and a YOLO V4-tiny deep learning algorithm","2022","Horticulturae","8","1","21","","","105","10.3390/horticulturae8010021","https://www.scopus.com/pages/publications/85121805433?origin=resultslist","Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; College of Biology and Environment, Nanjing Forestry University, Nanjing, 210037, China","Wang J., Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; Gao Z., Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; Zhang Y., Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; Zhou J., Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; Wu J., Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; Li P., College of Biology and Environment, Nanjing Forestry University, Nanjing, 210037, China","J. Wang; Key Laboratory of Modern Agricultural Equipment and Technology, Ministry of Education, Jiangsu University, Zhenjiang, 212013, China; email: whxh@ujs.edu.cn","","MDPI","23117524","","","","English","Hortic.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85121805433"
"Parisi E.I.; Masiero A.; Tucci G.; Cortesi I.; Mugnai F.","Parisi, Erica Isabella (54946004100); Masiero, Andrea (57198996466); Tucci, Grazia (36678103800); Cortesi, Irene (57220077093); Mugnai, Francesco (26422443900)","54946004100; 57198996466; 36678103800; 57220077093; 26422443900","Thermal camera geometric self-calibration supported by RTK measurements","2022","2022 IEEE Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2022 - Proceedings","","","","249","254","5","10.1109/MetroAgriFor55389.2022.9964630","https://www.scopus.com/pages/publications/85144597273?origin=resultslist","University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy","Parisi E.I., University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy; Masiero A., University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy; Tucci G., University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy; Cortesi I., University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy; Mugnai F., University of Florence, Dept. of Civil and Environmental Engineering (DICEA), Florence, Italy","","","Institute of Electrical and Electronics Engineers Inc.","","978-166546998-2","","","English","IEEE Workshop Metrol. Agric. For., MetroAgriFor - Proc.","Conference paper","Final","","Scopus","2-s2.0-85144597273"
"Sun Y.; Luo Y.; Zhang Q.; Xu L.; Wang L.; Zhang P.","Sun, Yixin (57215000691); Luo, Yusen (57222631156); Zhang, Qian (57214954008); Xu, Lizhang (23394104900); Wang, Liying (57575868000); Zhang, Pengpeng (57222634134)","57215000691; 57222631156; 57214954008; 23394104900; 57575868000; 57222634134","Estimation of Crop Height Distribution for Mature Rice Based on a Moving Surface and 3D Point Cloud Elevation","2022","Agronomy","12","4","836","","","38","10.3390/agronomy12040836","https://www.scopus.com/pages/publications/85128172305?origin=resultslist","School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; Jiangsu World Agricultural Machinery Co., Ltd, Zhenjiang, 212013, China","Sun Y., School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; Luo Y., School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; Zhang Q., School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; Xu L., School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; Wang L., Jiangsu World Agricultural Machinery Co., Ltd, Zhenjiang, 212013, China; Zhang P., School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China","L. Xu; School of Agricultural Engineering, Jiangsu University, Zhenjiang, 212013, China; email: justxlz@ujs.edu.cn","","MDPI","20734395","","","","English","Agronomy","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128172305"
"Wu S.; Wen W.; Gou W.; Lu X.; Zhang W.; Zheng C.; Xiang Z.; Chen L.; Guo X.","Wu, Sheng (55552429400); Wen, Weiliang (35115675300); Gou, Wenbo (57224111870); Lu, Xianju (57191170027); Zhang, Wenqi (57856475600); Zheng, Chenxi (57450472700); Xiang, Zhiwei (57450472900); Chen, Liping (57154967100); Guo, Xinyu (7404331653)","55552429400; 35115675300; 57224111870; 57191170027; 57856475600; 57450472700; 57450472900; 57154967100; 7404331653","A miniaturized phenotyping platform for individual plants using multi-view stereo 3D reconstruction","2022","Frontiers in Plant Science","13","","897746","","","79","10.3389/fpls.2022.897746","https://www.scopus.com/pages/publications/85136466815?origin=resultslist","Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Intelligent Equipment Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; College of Agricultural Engineering, Jiangsu University, Zhenjiang, China","Wu S., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Wen W., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Gou W., Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Lu X., Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Zhang W., Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Zheng C., Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Xiang Z., Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China; Chen L., Intelligent Equipment Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; Guo X., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, China, College of Agricultural Engineering, Jiangsu University, Zhenjiang, China","X. Guo; Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; email: guoxy73@163.com; L. Chen; Intelligent Equipment Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; email: chenlp@nercita.org.cn","","Frontiers Media S.A.","1664462X","","","","English","Front. Plant Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85136466815"
"Coupland K.; Hamilton D.; Griess V.C.","Coupland, Kathleen (57222135306); Hamilton, David (57190700958); Griess, Verena C. (36105066800)","57222135306; 57190700958; 36105066800","Combining aerial photos and LiDAR data to detect canopy cover change in urban forests","2022","PLoS ONE","17","9 September","e0273487","","","3","10.1371/journal.pone.0273487","https://www.scopus.com/pages/publications/85138445299?origin=resultslist","Faculty of Forestry, Department of Forest Resources Management, University of British Columbia, Forest Sciences Centre, Vancouver, Canada; College of Forestry, Oregon State University, Corvallis, OR, United States; Department of Environmental System Sciences, Institute of Terrestrial Ecosystems, Eidgenössische Technische Hochschule Zürich, Universitätstrasse, Zürich, Switzerland","Coupland K., Faculty of Forestry, Department of Forest Resources Management, University of British Columbia, Forest Sciences Centre, Vancouver, Canada; Hamilton D., College of Forestry, Oregon State University, Corvallis, OR, United States; Griess V.C., Faculty of Forestry, Department of Forest Resources Management, University of British Columbia, Forest Sciences Centre, Vancouver, Canada, Department of Environmental System Sciences, Institute of Terrestrial Ecosystems, Eidgenössische Technische Hochschule Zürich, Universitätstrasse, Zürich, Switzerland","K. Coupland; Faculty of Forestry, Department of Forest Resources Management, University of British Columbia, Forest Sciences Centre, Vancouver, Canada; email: kathleen.coupland@ubc.ca","","Public Library of Science","19326203","","POLNC","36103468","English","PLoS ONE","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85138445299"
"Rishmawi K.; Huang C.; Schleeweis K.; Zhan X.","Rishmawi, Khaldoun (26422610100); Huang, Chengquan (57207831468); Schleeweis, Karen (26326491200); Zhan, Xiwu (57209045965)","26422610100; 57207831468; 26326491200; 57209045965","Integration of VIIRS Observations with GEDI-Lidar Measurements to Monitor Forest Structure Dynamics from 2013 to 2020 across the Conterminous United States","2022","Remote Sensing","14","10","2320","","","22","10.3390/rs14102320","https://www.scopus.com/pages/publications/85130525978?origin=resultslist","Department of Geographical Sciences, University of Maryland, College Park, 20742, MD, United States; U.S. Forest Service, 507-25th Street, Ogden, 84401, UT, United States; NOAA-NESDIS Center for Satellite Applications and Research (STAR), 5830 University Research Court, College Park, 20740, MD, United States","Rishmawi K., Department of Geographical Sciences, University of Maryland, College Park, 20742, MD, United States; Huang C., Department of Geographical Sciences, University of Maryland, College Park, 20742, MD, United States; Schleeweis K., U.S. Forest Service, 507-25th Street, Ogden, 84401, UT, United States; Zhan X., NOAA-NESDIS Center for Satellite Applications and Research (STAR), 5830 University Research Court, College Park, 20740, MD, United States","K. Rishmawi; Department of Geographical Sciences, University of Maryland, College Park, 20742, United States; email: rishmawi@umd.edu","","MDPI","20724292","","","","English","Remote Sens.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130525978"
"Koller M.; Patten T.; Vincze M.","Koller, Michael (57208165707); Patten, Timothy (56423468900); Vincze, Markus (7003730710)","57208165707; 56423468900; 7003730710","ANew VR Kitchen Environment for Recording Well Annotated Object Interaction Tasks","2022","ACM/IEEE International Conference on Human-Robot Interaction","2022-March","","","629","633","0","10.1109/HRI53351.2022.9889370","https://www.scopus.com/pages/publications/85140708430?origin=resultslist","Automation and Control Institute, Tu Wien, Vienna, Austria","Koller M., Automation and Control Institute, Tu Wien, Vienna, Austria; Patten T., Automation and Control Institute, Tu Wien, Vienna, Austria; Vincze M., Automation and Control Institute, Tu Wien, Vienna, Austria","","","IEEE Computer Society","21672148","978-153868554-9","","","English","ACM/IEEE Int. Conf. Hum.-Rob. Interact.","Conference paper","Final","","Scopus","2-s2.0-85140708430"
"Torres-Sánchez J.; de la Rosa R.; León L.; Jiménez-Brenes F.M.; Kharrat A.; López-Granados F.","Torres-Sánchez, Jorge (55614963700); de la Rosa, Raúl (56250090000); León, Lorenzo (7101666611); Jiménez-Brenes, Francisco M. (57194772328); Kharrat, Amal (57239849200); López-Granados, Francisca (55879881000)","55614963700; 56250090000; 7101666611; 57194772328; 57239849200; 55879881000","Quantification of dwarfing effect of different rootstocks in ‘Picual’ olive cultivar using UAV-photogrammetry","2022","Precision Agriculture","23","1","","178","193","17","10.1007/s11119-021-09832-9","https://www.scopus.com/pages/publications/85113954187?origin=resultslist","Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Avda. Menéndez Pidal, s/n, Córdoba, 14004, Spain; Instituto de Investigación y Formación Agraria y Pesquera (IFAPA), Centro Alameda del Obispo, Córdoba, 14004, Spain","Torres-Sánchez J., Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Avda. Menéndez Pidal, s/n, Córdoba, 14004, Spain; de la Rosa R., Instituto de Investigación y Formación Agraria y Pesquera (IFAPA), Centro Alameda del Obispo, Córdoba, 14004, Spain; León L., Instituto de Investigación y Formación Agraria y Pesquera (IFAPA), Centro Alameda del Obispo, Córdoba, 14004, Spain; Jiménez-Brenes F.M., Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Avda. Menéndez Pidal, s/n, Córdoba, 14004, Spain; Kharrat A., Instituto de Investigación y Formación Agraria y Pesquera (IFAPA), Centro Alameda del Obispo, Córdoba, 14004, Spain; López-Granados F., Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Avda. Menéndez Pidal, s/n, Córdoba, 14004, Spain","J. Torres-Sánchez; Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Córdoba, Avda. Menéndez Pidal, s/n, 14004, Spain; email: jtorres@ias.csic.es; F. López-Granados; Grupo Imaping, Instituto de Agricultura Sostenible-CSIC, Córdoba, Avda. Menéndez Pidal, s/n, 14004, Spain; email: flgranados@ias.csic.es","","Springer","13852256","","PREAF","","English","Precis. Agric.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85113954187"
"Fernández-Guisuraga J.M.; Suárez-Seoane S.; Fernandes P.M.; Fernández-García V.; Fernández-Manso A.; Quintano C.; Calvo L.","Fernández-Guisuraga, José Manuel (56595207800); Suárez-Seoane, Susana (55892510400); Fernandes, Paulo M. (23975419800); Fernández-García, Víctor (57164794000); Fernández-Manso, Alfonso (14031386500); Quintano, Carmen (8595920300); Calvo, Leonor (57216042206)","56595207800; 55892510400; 23975419800; 57164794000; 14031386500; 8595920300; 57216042206","Pre-fire aboveground biomass, estimated from LiDAR, spectral and field inventory data, as a major driver of burn severity in maritime pine (Pinus pinaster) ecosystems","2022","Forest Ecosystems","9","","100022","","","33","10.1016/j.fecs.2022.100022","https://www.scopus.com/pages/publications/85125744783?origin=resultslist","Area of Ecology, Department of Biodiversity and Environmental Management, Faculty of Biological and Environmental Sciences, University of León, León, 24071, Spain; Centro de Investigação e de Tecnologias Agroambientais e Biológicas, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Department of Organisms and Systems Biology (Ecology Unit) and Research Unit of Biodiversity (IMIB; UO-CSIC-PA), University of Oviedo, Oviedo, Mieres, Spain; Agrarian Science and Engineering Department, School of Agricultural and Forestry Engineering, University of León, Ponferrada, 24400, Spain; Electronic Technology Department, School of Industrial Engineering, University of Valladolid, Valladolid, 47011, Spain; Sustainable Forest Management Research Institute, University of Valladolid-Spanish National Institute for Agriculture and Food Research and Technology (INIA), Palencia, 34004, Spain","Fernández-Guisuraga J.M., Area of Ecology, Department of Biodiversity and Environmental Management, Faculty of Biological and Environmental Sciences, University of León, León, 24071, Spain, Centro de Investigação e de Tecnologias Agroambientais e Biológicas, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Suárez-Seoane S., Department of Organisms and Systems Biology (Ecology Unit) and Research Unit of Biodiversity (IMIB; UO-CSIC-PA), University of Oviedo, Oviedo, Mieres, Spain; Fernandes P.M., Centro de Investigação e de Tecnologias Agroambientais e Biológicas, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Fernández-García V., Area of Ecology, Department of Biodiversity and Environmental Management, Faculty of Biological and Environmental Sciences, University of León, León, 24071, Spain; Fernández-Manso A., Agrarian Science and Engineering Department, School of Agricultural and Forestry Engineering, University of León, Ponferrada, 24400, Spain; Quintano C., Electronic Technology Department, School of Industrial Engineering, University of Valladolid, Valladolid, 47011, Spain, Sustainable Forest Management Research Institute, University of Valladolid-Spanish National Institute for Agriculture and Food Research and Technology (INIA), Palencia, 34004, Spain; Calvo L., Area of Ecology, Department of Biodiversity and Environmental Management, Faculty of Biological and Environmental Sciences, University of León, León, 24071, Spain","J.M. Fernández-Guisuraga; Centro de Investigação e de Tecnologias Agroambientais e Biológicas, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; email: jofeg@unileon.es","","KeAi Communications Co.","20956355","","","","English","For. Ecosyst.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85125744783"
"Gupta K.; Garg P.; Gupta P.K.; Debnath A.; Roy A.; Shukla Y.","Gupta, Kshama (57203610788); Garg, Pushplata (57220733004); Gupta, Prasun Kumar (57209615369); Debnath, Aniruddha (57550374900); Roy, Arijit (55255923500); Shukla, Yogita (57862058200)","57203610788; 57220733004; 57209615369; 57550374900; 55255923500; 57862058200","An innovative approach for retrieval of gridded urban canopy parameters using very high resolution optical satellite stereo","2022","International Journal of Remote Sensing","43","12","","4378","4409","9","10.1080/01431161.2022.2112108","https://www.scopus.com/pages/publications/85136671456?origin=resultslist","Urban and Regional Studies Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Architecture and Planning, Indian Institute of Technology, Uttarakhand, Roorkee, India; Geoinformatics Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Haryana Space Applications Centre, Haryana, Hissar, India; Disaster Management Studies Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Remote Sensing and Environment, Dronacharya Group of Institutions, Delhi NCR, Delhi, India","Gupta K., Urban and Regional Studies Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Garg P., Architecture and Planning, Indian Institute of Technology, Uttarakhand, Roorkee, India; Gupta P.K., Geoinformatics Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Debnath A., Haryana Space Applications Centre, Haryana, Hissar, India; Roy A., Disaster Management Studies Department, Indian Institute of Remote Sensing, Uttarakhand, Dehradun, India; Shukla Y., Remote Sensing and Environment, Dronacharya Group of Institutions, Delhi NCR, Delhi, India","K. Gupta; Urban and Regional Studies Department, Indian Institute of Remote Sensing, Dehradun, 4, Kalidas Road, 248001, India; email: gupta.kshama@gmail.com","","Taylor and Francis Ltd.","01431161","","IJSED","","English","Int. J. Remote Sens.","Article","Final","","Scopus","2-s2.0-85136671456"
"Müller L.; Rutzinger M.; Mayr A.; Kollert A.","Müller, L. (57752195500); Rutzinger, M. (21934985600); Mayr, A. (57196960023); Kollert, A. (57218822623)","57752195500; 21934985600; 57196960023; 57218822623","AIRBORNE LASER SCANNING CHANGE DETECTION FOR QUANTIFYING GEOMORPHOLOGICAL PROCESSES IN HIGH MOUNTAIN REGIONS","2022","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","2","","391","398","3","10.5194/isprs-annals-V-2-2022-391-2022","https://www.scopus.com/pages/publications/85132301499?origin=resultslist","University Of Innsbruck, Department Of Geography, Austria","Müller L., University Of Innsbruck, Department Of Geography, Austria; Rutzinger M., University Of Innsbruck, Department Of Geography, Austria; Mayr A., University Of Innsbruck, Department Of Geography, Austria; Kollert A., University Of Innsbruck, Department Of Geography, Austria","L. Müller; University Of Innsbruck, Department Of Geography, Austria; email: Lukas.V.Mueller@student.uibk.ac.at","Yilmaz A.; Wegner J.D.; Remondino F.; Qin R.; Fuse T.; Toschi I.","Copernicus GmbH","21949042","","","","English","ISPRS Ann. Photogramm. Remote Sens. Spat. Inf. Sci.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132301499"
"Dilmurat K.; Sagan V.; Moose S.","Dilmurat, K. (57742961000); Sagan, V. (57200370110); Moose, S. (6602680454)","57742961000; 57200370110; 6602680454","Ai-driven maize yield forecasting using unmanned aerial vehicle-based hyperspectral and lidar data fusion","2022","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","3","","193","199","41","10.5194/isprs-Annals-V-3-2022-193-2022","https://www.scopus.com/pages/publications/85132011416?origin=resultslist","Geospatial Institute, Saint Louis University, St. Louis, 63108, MO, United States; Department of Earth and Atmospheric Sciences, Saint Louis University, St. Louis, 63108, MO, United States; Department of Crop Sciences, University of Illinois, Urbana, 61801, IL, United States","Dilmurat K., Geospatial Institute, Saint Louis University, St. Louis, 63108, MO, United States, Department of Earth and Atmospheric Sciences, Saint Louis University, St. Louis, 63108, MO, United States; Sagan V., Geospatial Institute, Saint Louis University, St. Louis, 63108, MO, United States, Department of Earth and Atmospheric Sciences, Saint Louis University, St. Louis, 63108, MO, United States; Moose S., Department of Crop Sciences, University of Illinois, Urbana, 61801, IL, United States","V. Sagan; Geospatial Institute, Saint Louis University, St. Louis, 63108, United States; email: vasit.sagan@slu.edu","Jiang J.; Shaker A.; Zhang H.","Copernicus GmbH","21949042","","","","English","ISPRS Ann. Photogramm. Remote Sens. Spat. Inf. Sci.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132011416"
"Schütte T.; Dworak V.; Weltzien C.","Schütte, Tjark (57575791400); Dworak, Volker (6507303910); Weltzien, Cornelia (57189026254)","57575791400; 6507303910; 57189026254","Deriving precise orchard maps for unmanned ground vehicles from UAV images","2022","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-317","","","271","276","2","","https://www.scopus.com/pages/publications/85128217491?origin=resultslist","Leibniz-Institut für Agrartechnik und Bioökonomie e.V., Technik im Pflanzenbau, Max-Eyth-Allee 100 Potsdam-Bornim, 14469, Germany; Technische Universität Berlin, FG Agromechatronik, Straße des 17. Juni 135, Berlin, 10623, Germany","Schütte T., Leibniz-Institut für Agrartechnik und Bioökonomie e.V., Technik im Pflanzenbau, Max-Eyth-Allee 100 Potsdam-Bornim, 14469, Germany, Technische Universität Berlin, FG Agromechatronik, Straße des 17. Juni 135, Berlin, 10623, Germany; Dworak V., Leibniz-Institut für Agrartechnik und Bioökonomie e.V., Technik im Pflanzenbau, Max-Eyth-Allee 100 Potsdam-Bornim, 14469, Germany; Weltzien C., Leibniz-Institut für Agrartechnik und Bioökonomie e.V., Technik im Pflanzenbau, Max-Eyth-Allee 100 Potsdam-Bornim, 14469, Germany, Technische Universität Berlin, FG Agromechatronik, Straße des 17. Juni 135, Berlin, 10623, Germany","","Gandorfer M.; Hoffmann C.; El Benni N.; Cockburn M.; Anken T.; Floto H.","Gesellschaft fur Informatik (GI)","16175468","978-388579711-1","","","English","Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)","Conference paper","Final","","Scopus","2-s2.0-85128217491"
"Liu C.; Lai N.; Bi X.","Liu, Changyuan (52164108300); Lai, Nanxu (57950909200); Bi, Xiaojun (35267810500)","52164108300; 57950909200; 35267810500","Spherical Fruit Recognition and Location Algorithm Based on Depth Image; [基于深度图像的球形果实识别定位算法]","2022","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","53","10","","228","235","11","10.6041/j.issn.1000-1298.2022.10.024","https://www.scopus.com/pages/publications/85141084169?origin=resultslist","College of Measurement and Control Technology and Communication Engineering, Harbin University of Science and Technology, Harbin, 150080, China; School of Information Engineering, Minzu University of China, Beijing, 100081, China","Liu C., College of Measurement and Control Technology and Communication Engineering, Harbin University of Science and Technology, Harbin, 150080, China; Lai N., College of Measurement and Control Technology and Communication Engineering, Harbin University of Science and Technology, Harbin, 150080, China; Bi X., School of Information Engineering, Minzu University of China, Beijing, 100081, China","","","Chinese Society of Agricultural Machinery","10001298","","NUYCA","","Chinese","Nongye Jixie Xuebao","Article","Final","","Scopus","2-s2.0-85141084169"
"Raman M.G.; Carlos E.F.; Sankaran S.","Raman, Mugilan Govindasamy (57745956300); Carlos, Eduardo Fermino (23391694400); Sankaran, Sindhuja (35886052200)","57745956300; 23391694400; 35886052200","Optimization and Evaluation of Sensor Angles for Precise Assessment of Architectural Traits in Peach Trees","2022","Sensors","22","12","4619","","","14","10.3390/s22124619","https://www.scopus.com/pages/publications/85132117886?origin=resultslist","Department of Biological System Engineering, Washington State University, Pullman, 99164, WA, United States; Laboratory of Biotechnology, AMG, IDR-IAPAR-EMATER-Agronomic Institute of Paraná, PR, Londrina, 86001-970, Brazil","Raman M.G., Department of Biological System Engineering, Washington State University, Pullman, 99164, WA, United States; Carlos E.F., Department of Biological System Engineering, Washington State University, Pullman, 99164, WA, United States, Laboratory of Biotechnology, AMG, IDR-IAPAR-EMATER-Agronomic Institute of Paraná, PR, Londrina, 86001-970, Brazil; Sankaran S., Department of Biological System Engineering, Washington State University, Pullman, 99164, WA, United States","S. Sankaran; Department of Biological System Engineering, Washington State University, Pullman, 99164, United States; email: sindhuja.sankaran@wsu.edu","","MDPI","14248220","","","35746401","English","Sensors","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132117886"
"Liu H.; Cao F.; She G.; Cao L.","Liu, Hao (57204188581); Cao, Fuliang (7102711758); She, Guanghui (36083140000); Cao, Lin (50560994200)","57204188581; 7102711758; 36083140000; 50560994200","Extrapolation Assessment for Forest Structural Parameters in Planted Forests of Southern China by UAV-LiDAR Samples and Multispectral Satellite Imagery","2022","Remote Sensing","14","11","2677","","","12","10.3390/rs14112677","https://www.scopus.com/pages/publications/85131747609?origin=resultslist","Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China","Liu H., Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China; Cao F., Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China; She G., Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China; Cao L., Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China","L. Cao; Co-Innovation Center for Sustainable Forestry in Southern China, Nanjing Forestry University, Nanjing, 210037, China; email: lincao@njfu.edu.cn","","MDPI","20724292","","","","English","Remote Sens.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131747609"
"Viana-Soto A.; García M.; Aguado I.; Salas J.","Viana-Soto, Alba (57210915415); García, Mariano (55464707800); Aguado, Inmaculada (35619597000); Salas, Javier (57190012754)","57210915415; 55464707800; 35619597000; 57190012754","Assessing post-fire forest structure recovery by combining LiDAR data and Landsat time series in Mediterranean pine forests","2022","International Journal of Applied Earth Observation and Geoinformation","108","","102754","","","50","10.1016/j.jag.2022.102754","https://www.scopus.com/pages/publications/85126987656?origin=resultslist","Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Calle Colegios 2, Alcalá de Henares, 28801, Spain","Viana-Soto A., Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Calle Colegios 2, Alcalá de Henares, 28801, Spain; García M., Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Calle Colegios 2, Alcalá de Henares, 28801, Spain; Aguado I., Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Calle Colegios 2, Alcalá de Henares, 28801, Spain; Salas J., Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Calle Colegios 2, Alcalá de Henares, 28801, Spain","A. Viana-Soto; Universidad de Alcalá. Departamento de Geología, Geografía y Medio Ambiente. Environmental Remote Sensing Research Group, Alcalá de Henares, Calle Colegios 2, 28801, Spain; email: alba.viana@uah.es","","Elsevier B.V.","15698432","","","","English","Int. J. Appl. Earth Obs. Geoinformation","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126987656"
