"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Shah I.; Patallapalli S.; Vasudevan S.K.","Shah, Ikram (57210699910); Patallapalli, Sriharsha (57210704412); Vasudevan, Shriram K. (55793633700)","57210699910; 57210704412; 55793633700","Smart and efficient IoT-based quality tracking system for perishables – pertaining to Indian conditions","2023","International Journal of Advanced Intelligence Paradigms","26","3-4","","290","303","0","10.1504/IJAIP.2023.135853","https://www.scopus.com/pages/publications/85182552115?origin=resultslist","Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Coimbatore, India; K. Ramakrishnan College of Technology, Kariyamanikam Road, Samayapuram, Trichy, 621112, India","Shah I., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Coimbatore, India; Patallapalli S., Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Coimbatore, India; Vasudevan S.K., K. Ramakrishnan College of Technology, Kariyamanikam Road, Samayapuram, Trichy, 621112, India","S.K. Vasudevan; K. Ramakrishnan College of Technology, Trichy, Kariyamanikam Road, Samayapuram, 621112, India; email: shriramkv@gmail.com","","Inderscience Publishers","17550386","","","","English","Int. J. Adv. Intell. Paradigms","Article","Final","","Scopus","2-s2.0-85182552115"
"Zhang W.; Zhao L.","Zhang, Wei (57212225953); Zhao, Liang (57191225344)","57212225953; 57191225344","The track, hotspot and frontier of international hyperspectral remote sensing research 2009–2019—— A bibliometric analysis based on SCI database","2022","Measurement: Journal of the International Measurement Confederation","187","","110229","","","10","10.1016/j.measurement.2021.110229","https://www.scopus.com/pages/publications/85118098545?origin=resultslist","Institute of Building Intelligence, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China; School of telecommunications engineering, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China","Zhang W., Institute of Building Intelligence, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China; Zhao L., School of telecommunications engineering, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China","W. Zhang; Institute of Building Intelligence, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China; email: godswish2006@126.com","","Elsevier B.V.","02632241","","MSRMD","","English","Meas J Int Meas Confed","Article","Final","","Scopus","2-s2.0-85118098545"
"Lu Y.; Fu X.; Guo E.; Tang F.","Lu, Yue (57190343180); Fu, Xinsha (7402205201); Guo, Enqiang (57190339978); Tang, Feng (57206931517)","57190343180; 7402205201; 57190339978; 57206931517","XGBoost Algorithm-Based Monitoring Model for Urban Driving Stress: Combining Driving Behaviour, Driving Environment, and Route Familiarity","2021","IEEE Access","9","","9340309","21921","21938","47","10.1109/ACCESS.2021.3055551","https://www.scopus.com/pages/publications/85100464661?origin=resultslist","School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China","Lu Y., School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China; Fu X., School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China; Guo E., School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China; Tang F., School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China","Y. Lu; School of Civil Engineering and Transportation, South China University of Technology, Guangzhou, 510641, China; email: 201810101656@mail.scut.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85100464661"
"Rosnelly R.; Riza B.S.; Wahyuni L.; Edy Victor Haryanto S.; Prasetio A.","Rosnelly, Rika (57193321318); Riza, Bob Subhan (57200209780); Wahyuni, Linda (57200216819); Edy Victor Haryanto, S. (57200213370); Prasetio, Annas (57729538100)","57193321318; 57200209780; 57200216819; 57200213370; 57729538100","Vehicle Detection Using Machine Learning Model with the Gaussian Mixture Model (GMM)","2022","Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications","13","4","","233","243","5","10.58346/JOWUA.2022.I4.016","https://www.scopus.com/pages/publications/85149632430?origin=resultslist","Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia","Rosnelly R., Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia; Riza B.S., Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia; Wahyuni L., Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia; Edy Victor Haryanto S., Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia; Prasetio A., Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia","R. Rosnelly; Faculty of Engineering and Computer Science, University of Potensi Utama, Medan, Indonesia; email: rikarosnelly@gmail.com","","Innovative Information Science and Technology Research Group","20935374","","","","English","""Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications""","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85149632430"
"Amaral K.; Li Z.; Ding W.; Crouter S.; Chen P.","Amaral, Kevin (57150988000); Li, Zihan (57205740099); Ding, Wei (56598956600); Crouter, Scott (6507558742); Chen, Ping (55490207600)","57150988000; 57205740099; 56598956600; 6507558742; 55490207600","SummerTime: Variable-length Time Series Summarization with Application to Physical Activity Analysis","2022","ACM Transactions on Computing for Healthcare","3","4","3532628","","","5","10.1145/3532628","https://www.scopus.com/pages/publications/85146426980?origin=resultslist","100 William T. Morrissey Blvd., Boston, 02125, MA, United States; 322 Hper Building, 1914 Andy Holt Avenue, Knoxville, 37996, TN, United States","Amaral K., 100 William T. Morrissey Blvd., Boston, 02125, MA, United States; Li Z., 100 William T. Morrissey Blvd., Boston, 02125, MA, United States; Ding W., 100 William T. Morrissey Blvd., Boston, 02125, MA, United States; Crouter S., 322 Hper Building, 1914 Andy Holt Avenue, Knoxville, 37996, TN, United States; Chen P., 100 William T. Morrissey Blvd., Boston, 02125, MA, United States","","","Association for Computing Machinery","26911957","","","","English","ACM Trans. Comput. Healthc.","Article","Final","","Scopus","2-s2.0-85146426980"
"Lin C.-J.; Tang K.-Y.; Tu Y.-F.","Lin, Chi-Jen (57193812263); Tang, Kai-Yu (55556807800); Tu, Yun-Fang (57200279952)","57193812263; 55556807800; 57200279952","Advancements and research topics of museum-based mobile learning: a review of journal publications from 2008 to 2019","2023","Interactive Learning Environments","31","8","","4729","4752","5","10.1080/10494820.2021.1981394","https://www.scopus.com/pages/publications/85115760420?origin=resultslist","Graduate Institute of Digital Learning and Education, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of International Business, Ming Chuan University, Taipei, Taiwan; Department of Library and Information Science, Research and Development Center for Physical Education, Health, and Information Technology, Fu Jen Catholic University, New Taipei City, Taiwan","Lin C.-J., Graduate Institute of Digital Learning and Education, National Taiwan University of Science and Technology, Taipei, Taiwan; Tang K.-Y., Department of International Business, Ming Chuan University, Taipei, Taiwan; Tu Y.-F., Department of Library and Information Science, Research and Development Center for Physical Education, Health, and Information Technology, Fu Jen Catholic University, New Taipei City, Taiwan","Y.-F. Tu; Department of Library and Information Science, Research and Development Center for Physical Education, Health, and Information Technology, Fu Jen Catholic University, New Taipei City, Taiwan; email: sandy0692@gmail.com","","Routledge","10494820","","","","English","Interact. Learn. Environ.","Article","Final","","Scopus","2-s2.0-85115760420"
"He H.; Yan Y.; Ling M.; Yang Q.; Chen T.; Li L.","He, Haiqing (55214935900); Yan, Yeli (57209330479); Ling, Mengyun (57565828900); Yang, Qinrui (57566409400); Chen, Ting (59613774000); Li, Lin (57566022300)","55214935900; 57209330479; 57565828900; 57566409400; 59613774000; 57566022300","Extraction of soybean coverage from UAV images combined with 3D dense point cloud; [结合三维密集点云的无人机影像大豆覆盖度提取]","2022","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","38","2","","201","209","8","10.11975/j.issn.1002-6819.2022.02.023","https://www.scopus.com/pages/publications/85127821287?origin=resultslist","School of Surveying and Mapping Engineering, East China University of Technology, Nanchang, 330013, China; Ningbo Alatu Digital Technology Co., Ltd., Ningbo, 315000, China; The Second Monitoringand Application Center, China Earthquake Administration, Xi'an, 710054, China; School of WaterResources &Environmental Engineering, East China University of Technology, Nanchang, 330013, China; Jiangxi Yufeng Intelligent Agricultural Technology Co., Ltd., Ganzhou, 341309, China","He H., School of Surveying and Mapping Engineering, East China University of Technology, Nanchang, 330013, China; Yan Y., School of Surveying and Mapping Engineering, East China University of Technology, Nanchang, 330013, China, Ningbo Alatu Digital Technology Co., Ltd., Ningbo, 315000, China; Ling M., School of Surveying and Mapping Engineering, East China University of Technology, Nanchang, 330013, China; Yang Q., The Second Monitoringand Application Center, China Earthquake Administration, Xi'an, 710054, China; Chen T., School of WaterResources &Environmental Engineering, East China University of Technology, Nanchang, 330013, China; Li L., Jiangxi Yufeng Intelligent Agricultural Technology Co., Ltd., Ganzhou, 341309, China","","","Chinese Society of Agricultural Engineering","10026819","","NGOXE","","Chinese","Nongye Gongcheng Xuebao","Article","Final","","Scopus","2-s2.0-85127821287"
"Park J.; Park J.; Choi Y.","Park, Jaebeom (57431938000); Park, Jeryang (46661386700); Choi, Yongju (26653956800)","57431938000; 46661386700; 26653956800","Identification of research communities of environmental engineering and their evolution using coauthor network analysis","2022","Environmental Modelling and Software","149","","105320","","","5","10.1016/j.envsoft.2022.105320","https://www.scopus.com/pages/publications/85123711153?origin=resultslist","Department of Civil and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; Department of Civil and Environmental Engineering, Hongik University, Seoul, 04066, South Korea; Institute of Construction and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea","Park J., Department of Civil and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; Park J., Department of Civil and Environmental Engineering, Hongik University, Seoul, 04066, South Korea; Choi Y., Department of Civil and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea, Institute of Construction and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea","Y. Choi; Department of Civil and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; email: ychoi81@snu.ac.kr","","Elsevier Ltd","13648152","","EMSOF","","English","Environ. Model. Softw.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85123711153"
"Mustonen A.-M.; Paakkonen T.; Matilainen J.; Rilla K.; Käkelä R.; Malinen M.; Takabe P.; Oikari S.; Capra J.; Sihvo S.P.; Ryökäs P.; Nieminen P.","Mustonen, Anne-Mari (7005475480); Paakkonen, Tommi (8921160100); Matilainen, Johanna (57196237616); Rilla, Kirsi (6602560419); Käkelä, Reijo (6701681049); Malinen, Marjo (9038144800); Takabe, Piia (55317800900); Oikari, Sanna (15822634300); Capra, Janne (57218126801); Sihvo, Sanna P. (57216390210); Ryökäs, Pauliina (57695955300); Nieminen, Petteri (35410067900)","7005475480; 8921160100; 57196237616; 6602560419; 6701681049; 9038144800; 55317800900; 15822634300; 57218126801; 57216390210; 57695955300; 35410067900","Fatty Acid Fingerprints and Hyaluronic Acid in Extracellular Vesicles from Proliferating Human Fibroblast-like Synoviocytes","2022","International Journal of Molecular Sciences","23","10","5613","","","9","10.3390/ijms23105613","https://www.scopus.com/pages/publications/85130203660?origin=resultslist","Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Department of Environmental and Biological Sciences, Faculty of Science and Forestry, University of Eastern Finland, P.O. Box 111, Joensuu, FI-80101, Finland; Molecular and Integrative Biosciences Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, FI-00014, Finland; Helsinki University Lipidomics Unit (HiLIPID), Helsinki Institute of Life Science (HiLIFE) and Biocenter Finland, University of Helsinki, P.O. Box 65, FI-00014, Finland; Cell and Tissue Imaging Unit, Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland","Mustonen A.-M., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland, Department of Environmental and Biological Sciences, Faculty of Science and Forestry, University of Eastern Finland, P.O. Box 111, Joensuu, FI-80101, Finland; Paakkonen T., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Matilainen J., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Rilla K., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Käkelä R., Molecular and Integrative Biosciences Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, FI-00014, Finland, Helsinki University Lipidomics Unit (HiLIPID), Helsinki Institute of Life Science (HiLIFE) and Biocenter Finland, University of Helsinki, P.O. Box 65, FI-00014, Finland; Malinen M., Department of Environmental and Biological Sciences, Faculty of Science and Forestry, University of Eastern Finland, P.O. Box 111, Joensuu, FI-80101, Finland; Takabe P., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Oikari S., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Capra J., Cell and Tissue Imaging Unit, Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Sihvo S.P., Molecular and Integrative Biosciences Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, FI-00014, Finland, Helsinki University Lipidomics Unit (HiLIPID), Helsinki Institute of Life Science (HiLIFE) and Biocenter Finland, University of Helsinki, P.O. Box 65, FI-00014, Finland; Ryökäs P., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland; Nieminen P., Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, FI-70211, Finland","A.-M. Mustonen; Institute of Biomedicine, School of Medicine, Faculty of Health Sciences, University of Eastern Finland, Kuopio, P.O. Box 1627, FI-70211, Finland; email: anne-mari.mustonen@uef.fi","","MDPI","16616596","","","","English","Int. J. Mol. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130203660"
"Delestro F.; Scheunemann L.; Pedrazzani M.; Tchenio P.; Preat T.; Genovesio A.","Delestro, Felipe (57194420385); Scheunemann, Lisa (56471784700); Pedrazzani, Mélanie (55750394500); Tchenio, Paul (56023749300); Preat, Thomas (7004489258); Genovesio, Auguste (55932204200)","57194420385; 56471784700; 55750394500; 56023749300; 7004489258; 55932204200","In vivo large-scale analysis of Drosophila neuronal calcium traces by automated tracking of single somata","2020","Scientific Reports","10","1","7153","","","17","10.1038/s41598-020-64060-x","https://www.scopus.com/pages/publications/85083994846?origin=resultslist","Computational Bioimaging and Bioinformatics, IBENS, ENS, INSERM, CNRS, PSL, 46 rue d’Ulm, Paris, 75005, France; Genes and Dynamics of Memory Systems, Brain Plasticity Unit, CNRS, ESPCI Paris, PSL, 10 Rue Vauquelin, Paris, 75005, France","Delestro F., Computational Bioimaging and Bioinformatics, IBENS, ENS, INSERM, CNRS, PSL, 46 rue d’Ulm, Paris, 75005, France; Scheunemann L., Genes and Dynamics of Memory Systems, Brain Plasticity Unit, CNRS, ESPCI Paris, PSL, 10 Rue Vauquelin, Paris, 75005, France; Pedrazzani M., Genes and Dynamics of Memory Systems, Brain Plasticity Unit, CNRS, ESPCI Paris, PSL, 10 Rue Vauquelin, Paris, 75005, France; Tchenio P., Genes and Dynamics of Memory Systems, Brain Plasticity Unit, CNRS, ESPCI Paris, PSL, 10 Rue Vauquelin, Paris, 75005, France; Preat T., Genes and Dynamics of Memory Systems, Brain Plasticity Unit, CNRS, ESPCI Paris, PSL, 10 Rue Vauquelin, Paris, 75005, France; Genovesio A., Computational Bioimaging and Bioinformatics, IBENS, ENS, INSERM, CNRS, PSL, 46 rue d’Ulm, Paris, 75005, France","A. Genovesio; Computational Bioimaging and Bioinformatics, IBENS, ENS, INSERM, CNRS, PSL, Paris, 46 rue d’Ulm, 75005, France; email: auguste.genovesio@ens.fr","","Nature Research","20452322","","","32346011","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85083994846"
"Obermeier C.; Mason A.S.; Meiners T.; Petschenka G.; Rostás M.; Will T.; Wittkop B.; Austel N.","Obermeier, Christian (32868059100); Mason, Annaliese S. (26536303800); Meiners, Torsten (7003610594); Petschenka, Georg (35590406600); Rostás, Michael (6506548812); Will, Torsten (18042892000); Wittkop, Benjamin (16403642300); Austel, Nadine (56024700700)","32868059100; 26536303800; 7003610594; 35590406600; 6506548812; 18042892000; 16403642300; 56024700700","Perspectives for integrated insect pest protection in oilseed rape breeding","2022","Theoretical and Applied Genetics","135","11","","3917","3946","36","10.1007/s00122-022-04074-3","https://www.scopus.com/pages/publications/85126316767?origin=resultslist","Department of Plant Breeding, Justus Liebig University, Heinrich-Buff-Ring 26-32, Giessen, 35392, Germany; Plant Breeding Department, University of Bonn, Katzenburgweg 5, Bonn, 53115, Germany; Institute for Ecological Chemistry, Plant Analysis and Stored Product Protection, Julius Kühn Institute, Koenigin-Luise-Str. 19, Berlin, 14195, Germany; Department of Applied Entomology, University of Hohenheim, Otto-Sander-Straße 5, Stuttgart, 70599, Germany; Division of Agricultural Entomology, University of Göttingen, Grisebachstr. 6, Göttingen, 37077, Germany; Insitute for Resistance Research and Stress Tolerance, Julius Kühn Insitute, Erwin-Baur-Str. 27, Quedlinburg, 06484, Germany","Obermeier C., Department of Plant Breeding, Justus Liebig University, Heinrich-Buff-Ring 26-32, Giessen, 35392, Germany; Mason A.S., Plant Breeding Department, University of Bonn, Katzenburgweg 5, Bonn, 53115, Germany; Meiners T., Institute for Ecological Chemistry, Plant Analysis and Stored Product Protection, Julius Kühn Institute, Koenigin-Luise-Str. 19, Berlin, 14195, Germany; Petschenka G., Department of Applied Entomology, University of Hohenheim, Otto-Sander-Straße 5, Stuttgart, 70599, Germany; Rostás M., Division of Agricultural Entomology, University of Göttingen, Grisebachstr. 6, Göttingen, 37077, Germany; Will T., Insitute for Resistance Research and Stress Tolerance, Julius Kühn Insitute, Erwin-Baur-Str. 27, Quedlinburg, 06484, Germany; Wittkop B., Department of Plant Breeding, Justus Liebig University, Heinrich-Buff-Ring 26-32, Giessen, 35392, Germany; Austel N., Institute for Ecological Chemistry, Plant Analysis and Stored Product Protection, Julius Kühn Institute, Koenigin-Luise-Str. 19, Berlin, 14195, Germany","C. Obermeier; Department of Plant Breeding, Justus Liebig University, Giessen, Heinrich-Buff-Ring 26-32, 35392, Germany; email: christian.obermeier@agrar.uni-giessen.de","","Springer Science and Business Media Deutschland GmbH","00405752","","THAGA","35294574","English","Theor. Appl. Genet.","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85126316767"
"Teki S.M.; Sriharsha K.V.; Nandimandalam M.K.V.","Teki, Satyanarayana Murthy (56041063200); Sriharsha, Kuncham Venkata (56374644500); Nandimandalam, Mohan Krishna Varma (57219986307)","56041063200; 56374644500; 57219986307","A diabetic prediction system based on mean shift clustering","2021","Ingenierie des Systemes d'Information","26","2","","231","235","13","10.18280/isi.260210","https://www.scopus.com/pages/publications/85106367679?origin=resultslist","Computer Science and Engineering (CSE), Bapatla Engineering College, Bapatla, Andhra Pradesh, 522102, India; Computer Science and Engineering (CSE), Centurion University, Visakhpatnam, Andhra Pradesh, 531173, India; Ocean IT Convergance Technology Research Lab, Hoseo University, Asan, 31006, South Korea","Teki S.M., Computer Science and Engineering (CSE), Bapatla Engineering College, Bapatla, Andhra Pradesh, 522102, India; Sriharsha K.V., Computer Science and Engineering (CSE), Centurion University, Visakhpatnam, Andhra Pradesh, 531173, India; Nandimandalam M.K.V., Ocean IT Convergance Technology Research Lab, Hoseo University, Asan, 31006, South Korea","S.M. Teki; Computer Science and Engineering (CSE), Bapatla Engineering College, Bapatla, Andhra Pradesh, 522102, India; email: murthyteki@gmail.com","","International Information and Engineering Technology Association","16331311","","","","English","Ing. Syst. Inf.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85106367679"
"Li J.; Lei H.","Li, Jiadi (57224487899); Lei, Huimin (16836656500)","57224487899; 16836656500","Tracking the spatio-temporal change of planting area of winter wheat-summer maize cropping system in the North China Plain during 2001–2018","2021","Computers and Electronics in Agriculture","187","","106222","","","66","10.1016/j.compag.2021.106222","https://www.scopus.com/pages/publications/85107678291?origin=resultslist","State Key Laboratory of Hydroscience and Engineering, Department of Hydraulic Engineering, Tsinghua University, Beijing, 100084, China; Cooperative Innovation Center for Water Safety & Hydro Science, Nanjing, 210098, Jiangsu, China","Li J., State Key Laboratory of Hydroscience and Engineering, Department of Hydraulic Engineering, Tsinghua University, Beijing, 100084, China, Cooperative Innovation Center for Water Safety & Hydro Science, Nanjing, 210098, Jiangsu, China; Lei H., State Key Laboratory of Hydroscience and Engineering, Department of Hydraulic Engineering, Tsinghua University, Beijing, 100084, China, Cooperative Innovation Center for Water Safety & Hydro Science, Nanjing, 210098, Jiangsu, China","H. Lei; State Key Laboratory of Hydroscience and Engineering, Department of Hydraulic Engineering, Tsinghua University, Beijing, 100084, China; email: leihm@tsinghua.edu.cn","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","","Scopus","2-s2.0-85107678291"
"Zabawa L.; Kicherer A.; Klingbeil L.; Töpfer R.; Roscher R.; Kuhlmann H.","Zabawa, Laura (57216361474); Kicherer, Anna (55812325300); Klingbeil, Lasse (23389643100); Töpfer, Reinhard (6602842679); Roscher, Ribana (37113871300); Kuhlmann, Heiner (55807201200)","57216361474; 55812325300; 23389643100; 6602842679; 37113871300; 55807201200","Image-based analysis of yield parameters in viticulture","2022","Biosystems Engineering","218","","","94","109","13","10.1016/j.biosystemseng.2022.04.009","https://www.scopus.com/pages/publications/85129298616?origin=resultslist","Bonn University, Department of Geodesy, Institute of Geodesy and Geoinformation, Germany; Julius Kühn-Institut, Federal Research Centre of Cultivated Plants, Institute for Grapevine Breeding Geilweilerhof, Germany; Bonn University, Remote Sensing Group, Institute of Geodesy and Geoinformation, Germany","Zabawa L., Bonn University, Department of Geodesy, Institute of Geodesy and Geoinformation, Germany; Kicherer A., Julius Kühn-Institut, Federal Research Centre of Cultivated Plants, Institute for Grapevine Breeding Geilweilerhof, Germany; Klingbeil L., Bonn University, Department of Geodesy, Institute of Geodesy and Geoinformation, Germany; Töpfer R., Julius Kühn-Institut, Federal Research Centre of Cultivated Plants, Institute for Grapevine Breeding Geilweilerhof, Germany; Roscher R., Bonn University, Remote Sensing Group, Institute of Geodesy and Geoinformation, Germany; Kuhlmann H., Bonn University, Department of Geodesy, Institute of Geodesy and Geoinformation, Germany","L. Zabawa; Bonn University, Department of Geodesy, Institute of Geodesy and Geoinformation, Germany; email: zabawa@igg.uni-bonn.de","","Academic Press","15375110","","BEINB","","English","Biosyst. Eng.","Article","Final","","Scopus","2-s2.0-85129298616"
"Kipa K.; Totona N.K.; Cho E.; Kim J.; Kim S.T.; Oh J.H.","Kipa, Kamuna (58886307500); Totona, Nigel Kari (58886424600); Cho, Eunbi (58100913900); Kim, Jeongho (58886281400); Kim, Seon Tae (58886331200); Oh, Joo Hee (58100911100)","58886307500; 58886424600; 58100913900; 58886281400; 58886331200; 58100911100","A Data-Driven Approach to Predict Social Impact of Rural Tourism: Insights from UNWTO's Video Campaigns","2023","Proceedings - 2023 IEEE International Conference on Big Data, BigData 2023","","","","6201","6203","1","10.1109/BigData59044.2023.10386389","https://www.scopus.com/pages/publications/85184977557?origin=resultslist","Handong Global University, The Graduate School of Global Management & Leadership, Pohang, South Korea; Handong Global University, School of Management and Economics, Pohang, South Korea; Global University, School of Global Entrepreneurship and ICTHandong, Pohang, South Korea","Kipa K., Handong Global University, The Graduate School of Global Management & Leadership, Pohang, South Korea; Totona N.K., Handong Global University, The Graduate School of Global Management & Leadership, Pohang, South Korea; Cho E., Handong Global University, School of Management and Economics, Pohang, South Korea; Kim J., Global University, School of Global Entrepreneurship and ICTHandong, Pohang, South Korea; Kim S.T., Handong Global University, School of Management and Economics, Pohang, South Korea; Oh J.H., Handong Global University, School of Management and Economics, Pohang, South Korea","K. Kipa; Handong Global University, The Graduate School of Global Management & Leadership, Pohang, South Korea; email: Kipa.kamu@gmail.com","He J.; Palpanas T.; Hu X.; Cuzzocrea A.; Dou D.; Slezak D.; Wang W.; Gruca A.; Lin J.C.-W.; Agrawal R.","Institute of Electrical and Electronics Engineers Inc.","","979-835032445-7","","","English","Proc. - IEEE Int. Conf. Big Data, BigData","Conference paper","Final","","Scopus","2-s2.0-85184977557"
"Zhang Y.; Xiao D.; Chen H.; Liu Y.","Zhang, Yuanqin (57209836375); Xiao, Deqin (24469363100); Chen, Huankun (57227072900); Liu, Youfu (57206825175)","57209836375; 24469363100; 57227072900; 57206825175","Rice Panicle Detection Method Based on Improved Faster R-CNN; [基于改进Faster R-CNN的水稻稻穗检测方法]","2021","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","52","8","","231","240","27","10.6041/j.issn.1000-1298.2021.08.023","https://www.scopus.com/pages/publications/85113311152?origin=resultslist","College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China","Zhang Y., College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; Xiao D., College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; Chen H., College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; Liu Y., College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China","D. Xiao; College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; email: deqinx@scau.edu.cn","","Chinese Society of Agricultural Machinery","10001298","","NUYCA","","Chinese","Nongye Jixie Xuebao","Article","Final","","Scopus","2-s2.0-85113311152"
"Paul R.; Neeraj M.; Sagar N.; Nair V.; Ps Y.","Paul, Rosebell (57219661222); Neeraj, M. (57816384800); Sagar, Neeraj (57216968844); Nair, Vaibhav (58068827200); Ps, Yadukrishnan (58069234100)","57219661222; 57816384800; 57216968844; 58068827200; 58069234100","A Swarm-based AI Aided Wheel Bot System to Detect Cracks in Railway Tracks","2022","6th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud), I-SMAC 2022 - Proceedings","","","","678","685","4","10.1109/I-SMAC55078.2022.9987326","https://www.scopus.com/pages/publications/85146435206?origin=resultslist","Scms School of Engineering and Technology, Department of Computer Science and Engineering, India","Paul R., Scms School of Engineering and Technology, Department of Computer Science and Engineering, India; Neeraj M., Scms School of Engineering and Technology, Department of Computer Science and Engineering, India; Sagar N., Scms School of Engineering and Technology, Department of Computer Science and Engineering, India; Nair V., Scms School of Engineering and Technology, Department of Computer Science and Engineering, India; Ps Y., Scms School of Engineering and Technology, Department of Computer Science and Engineering, India","R. Paul; Scms School of Engineering and Technology, Department of Computer Science and Engineering, India; email: rosebell@scmsgroup.org","","Institute of Electrical and Electronics Engineers Inc.","","978-166546941-8","","","English","Int. Conf. I-SMAC (IoT Soc., Mob., Anal. Cloud), I-SMAC - Proc.","Conference paper","Final","","Scopus","2-s2.0-85146435206"
