record_id,doi,title,year,source_databases,query_ids,title_screen_decision,title_screen_exclusion_code,title_screen_confidence,title_screen_basis,abstract_screen_status,abstract_screen_priority
R-e0d003ab85889813,10.1109/ic-c57619.2023.00011,Automated System for Hass Avocado Grading System,2023,Scopus,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4b3f636dbf386c6f,10.1109/iccri58865.2023.00022,Automated System for the Classification of Cherimoyas by Neural Network,2023,Scopus,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2597442c730ae269,10.1080/08839514.2025.2576891,Automated Tomato Sorting and Counting Using YOLOv11 for Industrial and Precision Agriculture Applications,2025,Scopus,Q1,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-2ed29888b4a18108,10.1681/asn.20223311s1210b,Automated Tools for Renal Biopsy Diagnosis,2022,OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8c6f36b9e9178314,10.1109/ictis.2019.8883683,Automated traffic volume analytics at road intersections using computer vision techniques,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-14e3962ac7cd00fe,10.13023/etd.2018.239,Automated Tree-Level Forest Quantification Using Airborne Lidar,2018,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-88117bae78fec878,10.5194/isprs-annals-v-1-2020-81-2020,AUTOMATED UAV LIDAR STRIP ALIGNMENT IN FORESTED AREAS USING DENSITY-BASED CANOPY CLUSTERING,2020,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-aa31f5424537e262,10.1016/j.compag.2022.106727,Automated variety trial plot growth and flowering detection for maize and soybean using machine vision,2022,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-cc90a2737f3d523a,10.2139/ssrn.6547061,Automated Vehicle Monitoring and Re-identification in InstitutionalEnvironments,2026,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b1c3195c85e26667,,Automated video processing and image analysis software to support visual inspection of AGR cores,2016,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7b288f5fb24ec2ef,10.52436/1.jutif.2025.6.5.5157,Automated Video Recognition of Traditional Indonesian Dance Using Hyperparameter-Tuned Convolutional Neural Network,2025,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-e329ddc41b699b7a,10.3390/s23187897,Automated Video-Based Capture of Crustacean Fisheries Data Using Low-Power Hardware,2023,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-0e80bd7fa3dd6b6f,10.1109/icstsdg61998.2024.11026195,Automated Vision-Based System for Comprehensive and Real-Time Detection and Classification of Fruit Surface Damages,2024,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-711f40b4dd9d71da,10.1007/978-981-96-8309-3_1,Automated Vision-Based System for Comprehensive and Real-Time Detection and Classification of Fruit Surface Damages,2026,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-52770487ccfc24ce,10.1109/ictest64710.2025.11042353,Automated Vision-Based System for Real-Time Detection and Classification of Rice Diseases using YOLO-NAS,2025,Scopus,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b41e280f9b73dab7,10.1109/icrom60803.2023.10412538,Automated Wheat Disease Detection using Deep Learning: An Object Detection and Classification Approach,2023,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c412f423ee6dc27a,10.1109/access.2026.3709955,Automated Wood and Leaf Separation: A Comprehensive Review on Advanced Methods and Forestry Applications,2026,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-db7c0fc9619b80eb,10.1109/icacce46606.2019.9079955,Automated Yield Estimation of Fruits Using Multilayer Convolution Neural Networks,2019,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4ec2e624492179d7,10.1186/s13007-024-01137-y,Automatic 3D cell segmentation of fruit parenchyma tissue from X-ray micro CT images using deep learning,2024,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-6e8c94075dab6317,10.1016/j.plaphe.2025.100065,Automatic 3D Plant Organ Instance Segmentation Method Based on PointNeXt and Quickshift++,2025,Scopus;OpenAlex,Q3;Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-a8d5a45236abfa9e,10.11975/j.issn.1002-6819.2022.16.024,Automatic 3D reconstruction and verification of an individual crop using Kinect V3; [基于 Kinect V3 的单株作物自动化三维重建与验证],2022,Scopus,Q1;Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-eb6f121bd63af004,10.1016/j.biosystemseng.2024.02.010,"Automatic acquisition, analysis and wilting measurement of cotton 3D phenotype based on point cloud",2024,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-717480c74d0969c1,,Automatic Adaptation of Person Association for Multiview Tracking in Group Activities,2018,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2496f906679495ce,10.1109/aero.2015.7118992,Automatic aerial retrieval of a mobile robot using optical target tracking and localization,2015,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-658ea73b99ea0cd4,10.3390/s24217012,Automatic Apple Detection and Counting with AD-YOLO and MR-SORT,2024,Scopus;OpenAlex,Q1;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-d32a50d5a0012762,10.1016/j.compag.2017.09.019,Automatic apple recognition based on the fusion of color and 3D feature for robotic fruit picking,2017,Scopus,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-caa36331e581c304,10.1016/j.ifacol.2020.12.216,Automatic Blossom Detection in Apple Trees using Deep Learning,2020,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-d01afe1f7b028188,10.1109/jphotov.2020.2992339,Automatic Boundary Extraction of Large-Scale Photovoltaic Plants Using a Fully Convolutional Network on Aerial Imagery,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-65f59c1eb7ac6a71,10.1016/j.compag.2021.106484,Automatic branch detection of jujube trees based on 3D reconstruction for dormant pruning using the deep learning-based method,2021,Scopus;OpenAlex,Q1;Q3;Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-fd2b79a7b9ac0942,10.3390/s23094572,Automatic Branch–Leaf Segmentation and Leaf Phenotypic Parameter Estimation of Pear Trees Based on Three-Dimensional Point Clouds,2023,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-6cf1fd4ebab884fd,10.3390/agronomy12020319,"Automatic Bunch Detection in White Grape Varieties Using YOLOv3, YOLOv4, and YOLOv5 Deep Learning Algorithms",2022,Scopus;OpenAlex,Q4;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-ea511f91e0eb5218,10.1088/1361-6501/ad29e6,Automatic calibration and association for roadside radar and camera based on fluctuating traffic volume,2024,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-5ae98bb7dff16e33,10.1145/3485441.3485648,Automatic Camera Control and Directing with an Ultra-High-Definition Collaborative Recording System,2021,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2f6a85a3f9c8c560,,Automatic Cancer Tissue Detection Using Multispectral Photoacoustic Imaging,2019,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2247b02447b7d8b7,10.3390/agriculture13020442,"Automatic Classification of Bagworm, Metisa plana (Walker) Instar Stages Using a Transfer Learning-Based Framework",2023,Scopus,Q6,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-75ecc3d0b31a405d,10.14569/ijacsa.2021.0120289,Automatic Classification of Preliminary Diabetic Retinopathy Stages using CNN,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-c3f8de545691a611,10.20944/preprints202405.1303.v1,Automatic Classification of Submerged Macrophytes at Lake Constance from Laser Bathymetry Point Clouds,2024,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-6aa24063d4c3c4a7,10.3390/rs16132257,Automatic Classification of Submerged Macrophytes at Lake Constance Using Laser Bathymetry Point Clouds,2024,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-7a65af9849fddbea,10.5152/electrica.2022.22118,Automatic Classification of Transmission Lines Based on Edge Detection Filtering Algorithm and Laser Point Cloud Data Processing,2023,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e9eb4317464b4440,10.1016/j.isprsjprs.2017.05.014,Automatic co-registration of 3D multi-sensor point clouds,2017,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-adc29704cfb19378,10.1007/978-981-16-6723-7_7,Automatic Content Creation Mechanism and Rearranging Technique to Improve Cloud Storage Space,2022,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-a58f000895ed42c3,10.1007/978-981-16-0866-7_5,Automatic Counting of Palm Oil Tree Using Satellite Aerial Imagery,2021,Scopus;OpenAlex,Q1,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-28ec28d79d90123a,10.1016/j.cmpb.2021.106331,Automatic creation of annotations for chest radiographs based on the positional information extracted from radiographic image reports,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e96f87ac84bcfc2d,10.3390/rs12244104,Automatic Delineation and Height Measurement of Regenerating Conifer Crowns under Leaf-Off Conditions Using UAV Imagery,2020,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-904dfa8d434f7273,10.3390/f11020198,Automatic delineation of forest patches in highly fragmented landscapes using coloured point clouds,2020,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-acf143e07e92fb9b,,Automatic Dense 3D Scene Mapping from Non-overlapping Passive Visual Sensors for Future Autonomous Systems,2017,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4cf14458892a8a1c,10.6703/ijase.202005_17(2).121,Automatic detection and calculation of palm oil fresh fruit bunches using faster R-CNN,2020,Scopus,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-81ed2fc789596a4e,10.1016/j.rsase.2022.100914,Automatic detection and counting of oil palm trees using remote sensing and object-based deep learning,2023,Scopus;OpenAlex,Q5;Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-69738b5c4b928462,10.3389/fpls.2025.1665672,Automatic detection and counting of wheat seedling based on unmanned aerial vehicle images,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6dbae0c6f63cd528,10.1097/iae.0000000000003434,AUTOMATIC DETECTION AND GRADING OF DIABETIC MACULAR EDEMA BASED ON A DEEP NEURAL NETWORK,2022,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d2bd632df1e93c30,10.1109/ecice50847.2020.9301932,Automatic Detection and Image Recognition of Precision Agriculture for Citrus Diseases,2020,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-49931c58f9118637,10.1109/tmech.2023.3313693,Automatic Detection and Isolation of Filament Width Deviation during 3-D Printing of Recycled Construction Material,2024,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-5f0828fa9f0a1c41,10.3390/healthcare11040484,Automatic Detection and Measurement of Renal Cysts in Ultrasound Images: A Deep Learning Approach,2023,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-277f15e7dfa60cee,10.17706/ijcee.2017.9.1.370-383,Automatic Detection and Tracking in Multi-fisheye Cameras Surveillance,2017,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c3085f7b27b3b39b,10.6041/j.issn.1000-1298.2022.09.026,Automatic Detection Method for Late Emergence Seedlings in Plug Trays Based on Point Cloud Processing; [基于点云处理的穴盘晚出苗自动检测方法],2022,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9b8059e191f7a64d,10.1088/1755-1315/1133/1/012076,Automatic detection of an early stage of basal stem rot disease infection using VGG16 and mask R-CNN,2023,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-f0a26f3163df1edd,10.1136/heartjnl-2023-323822,Automatic detection of cardiac conditions from photos of electrocardiogram captured by smartphones,2024,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-beeda137ab6367e6,10.1109/icesc54411.2022.9885702,Automatic Detection of Citrus Fruit Diseases Using MIB Classifier,2022,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-067d7a544fdae0ff,10.13203/j.whugis20220098,Automatic Detection of Deformation Cracks in Slopes Fused with Point Cloud and Digital Image; [点 云 与 数 字 图 像 数 据 融 合 的 斜 坡 变 形裂 缝 自 动 检 测],2023,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d2f90eec00e2c7d1,10.1007/978-981-16-2641-8_20,"Automatic Detection of Grape, Potato and Strawberry Leaf Diseases Using CNN and Image Processing",2022,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-47f3c5e88814e261,10.1109/icocet66176.2025.11232756,Automatic Detection of Ground Glass Opacity (GGO) Objects in CT Scan Images Tuberculosis,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-071ee94c9adbebf3,10.1080/01431161.2018.1513669,Automatic detection of individual oil palm trees from UAV images using HOG features and an SVM classifier,2019,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-47feb56056d4f279,10.3390/s20247194,Automatic detection of individual trees from vhr satellite images using scale-space methods,2020,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-eb0e1c9a4b1b323f,10.1007/978-3-031-06307-7_4,Automatic Detection of Knives in Complex Scenes,2022,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-d97e2ebb3651eebc,10.7848/ksgpc.2016.34.6.619,Automatic detection of malfunctioning photovoltaic modules using unmanned aerial vehicle thermal infrared images,2016,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-23a0d4fa94e2fb44,10.1109/iciice69672.2026.11565212,Automatic Detection of Micro-Relief Archaeological Features in Forested Areas from LiDAR Point Clouds,2026,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b3322b085a91a666,10.1007/s00371-021-02116-3,Automatic detection of oil palm fruits from UAV images using an improved YOLO model,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-22ca36b620f0d11e,10.14569/ijacsa.2023.0140361,Automatic Detection of Oil Palm Growth Rate Status with YOLOv5,2023,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-3b9eab320a2507df,10.1080/08839514.2020.1831226,Automatic Detection of Oil Palm Tree from UAV Images Based on the Deep Learning Method,2021,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-13ebcd72bf200179,10.25165/j.ijabe.20221506.7241,Automatic detection of pecan fruits based on Faster RCNN with FPN in orchard,2022,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-5eaff83627aef061,10.1590/s1982-21702021000300026,AUTOMATIC DETECTION OF PLANTED TREES AND THEIR HEIGHTS USING PHOTOGRAMMETRIC RPA POINT CLOUDS,2021,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-520a625d6d4ed7ed,10.6084/m9.figshare.19923603,AUTOMATIC DETECTION OF PLANTED TREES AND THEIR HEIGHTS USING PHOTOGRAMMETRIC RPA POINT CLOUDS,2022,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8b62e06ef54a5121,10.1016/j.autcon.2021.103968,Automatic detection of unreinforced masonry buildings from street view images using deep learning-based image segmentation,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2b6bf94b39270c5e,10.1109/dicta.2018.8615796,Automatic Detection of Valves with Disaster Response Robot on Basis of Depth Camera Information,2019,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-f6d149f8dc3967d0,10.48550/arxiv.2412.10464,"Automatic Detection, Positioning and Counting of Grape Bunches Using Robots",2024,OpenAlex,Q1,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-9344cff515db2227,,"Automatic Detection, Segmentation and Tracking of Vehicles in Wide-Area Aerial Imagery",2016,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1226bd1e306684b0,10.6084/m9.figshare.1335888.v1,Automatic Determination Number of Cluster for NMKFC-Means Algorithms on Image Segmentation,2015,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e6ca8500b4088903,10.3390/agriculture13010069,Automatic Disease Detection of Basal Stem Rot Using Deep Learning and Hyperspectral Imaging,2023,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-aa3797c7ecec07ad,10.1109/ictacs62700.2024.10841286,Automatic Early Detection of Tomato Blight Disease Using Deep Neural Networks,2024,Scopus,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-d16a4477573c1a8b,10.1186/s13007-019-0457-1,Automatic estimation of heading date of paddy rice using deep learning,2019,Scopus;OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4e946d1e78fe9110,10.3920/978-90-8686-947-3_62,Automatic estimation of trunk cross sectional area using deep learning,2023,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-c2885fc00c18d48e,10.1007/s12283-026-00549-4,Automatic event detection in association football using broadcast-derived tracking data,2026,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7f1c71f3857da6d2,10.3390/rs12172725,Automatic Extraction of grasses and individual trees in urban areas based on airborne hyperspectral and LiDAR data,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-be7590a077fc1b32,,Automatic extraction of landforms in a complex terrain of Western Ghats Region of India using earth observation datasets and GIS,2020,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-75b0b0281f6fc476,10.7780/kjrs.2023.39.5.4.9,Automatic Extraction of Tree Information in Forest Areas Using Local Maxima Based on Aerial LiDAR,2023,Scopus,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-abb9b3303d9b07d4,10.26833/ijeg.668352,Automatic extraction of trees by using multiple return properties of the lidar point cloud,2021,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2531cd3feb21c98a,10.30897/ijegeo.667387,Automatic Extraction of Trees by Using the Multiple Return Properties of the LIDAR Point Cloud,2019,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1bb3a9d6cdd2ea86,10.1145/3349801.3349802,Automatic extrinsic calibration of camera networks based on pedestrians,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-7de14c12322727c7,10.23919/fusion59988.2024.10706511,Automatic Extrinsic Multi-Sensor Network Calibration based on Time Series Matching,2024,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-0ccfeccbfdd6fc98,10.2352/j.imagingsci.technol.2021.65.4.040403,Automatic fish segmentation and recognition in Taiwan fish market using deep learning techniques,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c79d61a639a09929,10.1016/j.biosystemseng.2022.05.004,Automatic flower cluster estimation in apple orchards using aerial and ground based point clouds,2022,Scopus;OpenAlex,Q1;Q3;Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-16d9976e121d3c0b,10.1016/j.compag.2017.03.010,Automatic fruit count on coffee branches using computer vision,2017,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-9ea905d1ef470ca2,10.32628/cseit217442,Automatic Fruit Detection and Couting System Using Neural Network,2021,OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-aff652852b572952,10.1007/s10462-023-10674-2,Automatic fruit picking technology: a comprehensive review of research advances,2024,Scopus,Q5,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-f1835844b483581f,10.24949/njes.v13i1.501,Automatic Fruits Classification System Based on Deep Neural Network,2020,OpenAlex,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-3fb200622d9895c7,,Automatic generation of plant distributions for existing and future natural environments using spatial data,2015,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-33dbea8668b10cc4,10.1016/j.atech.2026.101947,Automatic generation of synthetic data and object detection datasets in virtual environments based on tomato-harvesting robot vision,2026,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4224bad89daf7e01,10.5194/egusphere-egu24-12394,Automatic generation of topologically connected gully networks for integrated erosion control in sloping olive orchards,2024,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-0bdfd02fde319667,,Automatic Grading System for Oil Palm Fruit Ripeness,2020,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-79be1a3b3ba12753,10.3390/rs17020243,Automatic Grape Cluster Detection Combining YOLO Model and Remote Sensing Imagery,2025,OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-97f3612424635565,10.3390/rs12183043,Automatic grapevine trunk detection on UAV-based point cloud,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-889d655ec9abd0c3,10.11975/j.issn.1002-6819.2019.23.021,Automatic identification and counting of leaf stomata of monocotyledonous crops; [单子叶作物叶片气孔自动识别与计数技术],2019,Scopus,Q1,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-366ff46a4338e51b,10.6041/j.issn.1000-1298.2021.11.028,Automatic Identification and Predictive Analysis of Mikania micrantha Based on LiDAR and DOM Data; [基于LiDAR和DOM数据的薇甘菊自动识别与分布预测],2021,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1834704c92a1d017,10.1007/s12524-022-01608-6,Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-cb1941812fe69355,10.1016/j.scienta.2019.108939,Automatic image segmentation of oil palm fruits by applying the contour-based approach,2020,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-376c0022f3de4dee,10.1007/978-3-319-32034-2_34,Automatic image-based method for quantitative analysis of photosynthetic cell cultures,2016,Scopus,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-962e6ef695b344fa,10.2480/agrmet.d-18-00012,Automatic individual tree detection and canopy segmentation from three-dimensional point cloud images obtained from ground-based lidar,2018,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-6c9d36218d9e82b4,10.1117/12.2194435,Automatic inference of geometric camera parameters and inter-camera topology in uncalibrated disjoint surveillance cameras,2015,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-1b93fa5da97db278,10.1186/s13007-020-00619-z,Automatic kernel counting on maize ear using RGB images,2020,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-51440f35d59ff069,10.1111/tgis.70347,Automatic Kiwifruit Segmentation From Terrestrial LiDAR Point Clouds for Precision Agriculture,2026,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
