review_order,record_id,doi,title,year,venue,authors,source_databases,query_ids,openalex_ids,scopus_eids,scopus_links,abstract_available,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,review_status,retrieval_status,retrieval_source,fulltext_path,extraction_status,document_type,ic1,ic2,ic3,ic4,ic5,ec2,ec3,ec4,decision,exclusion_code,evidence_pages,evidence_quote,reviewer,review_date,review_notes,updated_at,evidence_type,study_design,modality,task_scope,identity_mechanism,class_attribute,evaluation,key_finding,limitations
8775,R-ea2758e0b1c94b0f,10.18517/ijaseit.14.2.19850,Electrical Properties for Non-destructive Determination of Free Fatty Acid and Moisture Content in Oil Palm Fruit,2024,"International Journal on Advanced Science, Engineering and Information Technology","Mellyana, Verra (59120489600); Budiastra, I Wayan (55949551000); Irmansyah (36004526800); Purwanto, Yohanes Aris (6506369700)",Scopus;OpenAlex,Q6,W4396218346,2-s2.0-85192750243,https://www.scopus.com/pages/publications/85192750243?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8776,M-296a63944d950361,10.5281/zenodo.17768443,Deep Learning-based Oil Palm Plantation Mapping in Malaysia and Indonesia from 2020 to 2024,2025,Zenodo (CERN European Organization for Nuclear Research),"Kuapanich, Nuttaset; Zheng, Juepeng; Liu, Jiaying; Jiang, Jiayin",OpenAlex,Q6,W7108076305;W7108076348,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8777,M-cbacbc28e0e2eef1,10.5281/zenodo.20514102,"Example data for the paper ""cubic: CUDA-Accelerated 3D Bioimage Computing""",2025,Zenodo (CERN European Organization for Nuclear Research),Alexandr A. Kalinin; Anne E. Carpenter; Shantanu Singh; Matthew J. O’Meara,OpenAlex,Q1,W7163133577;W7163250506,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8778,R-10046b41705aea32,10.56333/tp.2025.013,Machine Learning Prediction of Oil Palm Embryogenesis with Candidate Regulatory SNPs,2025,The Planter,WEI CHEE WONG; Chin Nee Choo; Tatiana V. Tatarinova; Elizaveta Taranenko,OpenAlex,Q6,W7118004560,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8779,R-158935d21b540888,10.1007/s11947-024-03483-0,Fresh Fruit Bunch Ripeness Classification Methods: A Review,2025,Food and Bioprocess Technology,"Goh, Jin Yu (58684374500); Md Yunos, Yusri (57820815400); Mohamed Ali, Mohamed Sultan (57217387904)",Scopus;OpenAlex,Q5;Q6,W4400121467,2-s2.0-85197384719,https://www.scopus.com/pages/publications/85197384719?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8780,R-1b23a7ad192e78ea,10.4028/p-bxilf6,Factors Affecting Oil Palm Cultivation Using Machine Learning and Statistical Inference Methods,2025,Engineering headway,Kunjira Nuntanart; Voravit Jaituy; Papis Wongchaisuwat,OpenAlex,Q6,W4406118829,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8781,R-1b48f30d8995862f,10.61440/jesar.2025.v3.86,"Smallholder Oil Palm Transitions to Responsible Sourcing Production: Sustainable Practices, Adoption Barriers, and Socioeconomic Outcomes",2025,,Angga Eko Emzar,OpenAlex,Q6,W7125501505,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8782,R-24dca9559d4233c9,10.1007/s44246-025-00227-3,Enhanced CO2 capture using KOH-functionalized oil palm ash adsorbent: experimental and applied machine learning approach,2025,Carbon Research,"Mohamed Saleh, Syamima Nasrin (57218145604); Rohman, Fakhrony Sholahudin (36163774500); Muhammad, Dinie (36960051600); Mohd Hussin, Syafini (60050644500); Hameed, Bassim H. (57191872951); Leng, Chew Thiam (57202434444); Mohd Din, Azam Taufik (57221294341)",Scopus;OpenAlex,Q6,W4413341615,2-s2.0-105013515309,https://www.scopus.com/pages/publications/105013515309?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8783,R-26e999f901deae52,10.3390/rs17020234,"Applying the Dempster–Shafer Fusion Theory to Combine Independent Land-Use Maps: A Case Study on the Mapping of Oil Palm Plantations in Sumatra, Indonesia",2025,Remote Sensing,"Bethuel, Carl (59342564200); Arvor, Damien (24079960900); Corpetti, Thomas (14018992700); Hélie, Julia (59524422300); Descals, Adrià (57197834408); Gaveau, David (6602165712); Chéron-Bessou, Cécile (36157826400); Gignoux, Jérémie (26656622800); Corgne, Samuel (12752488600)",Scopus;OpenAlex,Q6,W4406244919,2-s2.0-85215820044,https://www.scopus.com/pages/publications/85215820044?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8784,R-2f52da9ad2ebe7f0,10.1371/journal.pone.0337475,Using Sentinel-1 satellite imagery to quantify oil palm cultivation: A case study from Cameroon,2025,PLOS ONE,"Chalmers, Christopher (60103345700); Crook, Elizabeth D. (54399958300); Acobta, Ada N. (57200035969); Manley, Kyle (57219575194); Egoh, Benis (6504663884)",Scopus;OpenAlex,Q6,W7117755178,2-s2.0-105026427333,https://www.scopus.com/pages/publications/105026427333?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8785,R-4f96f56c03e3b4c8,10.37934/aaij.2.1.4458,Computer Vision and Artificial Intelligence (AI)-Based Ripeness Classification of Oil Palm Fruits in Oil Palm Plantations,2025,ASEAN Artificial Intelligence Journal,Wei Han Chong; Nor Azuana Ramli; Wan Mohd Rozaimi Wan Mustafa; Lilik Jamilatul Awalin,OpenAlex,Q6,W4411044118,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8786,R-5a002d01afccf0a5,10.47191/ijmcr/v13i4.13,Impact of Activation Function on the Performance of Convolutional Neural Network in Identifying Oil Palm Fruit Ripeness,2025,INTERNATIONAL JOURNAL OF MATHEMATICS AND COMPUTER RESEARCH,Naufal Budiman; Kusworo Adi; Adi Wibowo,OpenAlex,Q6,W4409772071,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8787,R-64e2cc0b0685a732,10.36842/jomase.v69i1.523,Comparison of Machine Learning Algorithms for Palm Oil Fresh Fruit Bunch (FFB) Ripeness,2025,Journal of Ocean Mechanical and Aerospace -science and engineering- (JOMAse),Institut Teknologi Perkebunan Pelalawan Indonesia; Riri Nasirly; Fadli Arsy; Institut Teknologi Perkebunan Pelalawan Indonesia,OpenAlex,Q6,W4409429342,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8788,R-66694e1a9d965117,10.52939/ijg.v21i4.4069,Seasonal Monitoring and Analysis of Soil Moisture and Vegetation Health in Oil Palm Plantations Using Remote Sensing,2025,International Journal of Geoinformatics,"Ismail, S.I. (57191260344); Ya’acob, N.S. (24484269500); Kassim, M. (55310783100); Nik Dzulkefli, N.N.S. (26644000800)",Scopus;OpenAlex,Q6,W4409909077,2-s2.0-105005887708,https://www.scopus.com/pages/publications/105005887708?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8789,R-6975faf04469e292,10.1109/ieecon64081.2025.10987902,Ripeness Classification of Fresh Oil Palm Using Deep Learning,2025,Proceedings - iEECON 2025: 2025 13th International Electrical Engineering Congress: Carbon Neutrality: Challenges and Solutions Based on Sustainable Power of Nature,"Srithai, Nathaphat (59926700000); Rittireung, Krittiporn (59926969900); Sungthong, Nongnoot (59926435700); Srisomboon, Kanabadee (55367722500); Lee, Wilaiporn (8572584600); Sa-Ing, Vera (35074952000)",Scopus;OpenAlex,Q6,W4410229309,2-s2.0-105007160864,https://www.scopus.com/pages/publications/105007160864?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8790,R-699f012488906d5c,10.32877/bt.v8i1.2753,Design and Construction of a Website-Based Water Apple Ordering and Management System,2025,bit-Tech,Karimah; Alif Catur Murti; Ratih Nindyasari,OpenAlex,Q1,W4413209947,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8791,R-6fdf6ec30216b5cc,10.3390/agriengineering7020044,Innovative Flood Impact Monitoring and Harvest Analysis in Oil Palm Plantations Utilizing Geographic Information Systems and Deep Learning,2025,AgriEngineering,"Puttinaovarat, Supattra (56499350500); Chai-Arayalert, Supaporn (54392866000); Saetang, Wanida (57194202879); Khaimook, Kanit (56499328600); Plaiklang, Sasikarn (55348790500); Horkaew, Paramate (6506305856)",Scopus;OpenAlex,Q5;Q6,W4407516028,2-s2.0-85218897482,https://www.scopus.com/pages/publications/85218897482?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8792,R-7cd6a487d9e8d8cc,10.2991/978-94-6463-825-7_13,Identification of the Maturity Level of Oil Palm Fruit Using a Combination of the You Only Look Once Version 8 Model and Convolutional Neural Network,2025,Advances in biological sciences research/Advances in Biological Sciences Research,Dwi Ratna Sulistyaningrum; Muchammad Aquila Azahari; Budi Setiyono; Dieky Adzkya,OpenAlex,Q6,W4413412835,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8793,R-84cd81ecbc5ad6d8,10.62527/joiv.9.5.3306,Machine Learning Model to Predict Manganese Micronutrient Content in Oil Palm Plantation Soil Using Sentinel 1A and Sentinel 2A Image Integration,2025,International Journal on Informatics Visualization,"Suhendi (57575767300); Seminar, Kudang Boro (54897890200); Sudradjat (57203843823); Liyantono (54906200300); Munir, Sirojul (57215527035); Zahra, Fatimah Az (57824292200)",Scopus;OpenAlex,Q6,W4415455079,2-s2.0-105020700992,https://www.scopus.com/pages/publications/105020700992?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8794,R-8a7796474424b48f,10.1109/amlds63918.2025.11159357,Eddy Covariance-Informed Estimation of Evapotranspiration using Machine Learning in Tropical Peatland Cultivated by Oil Palm Plantation,2025,"Proceedings of the 2025 International Conference on Advanced Machine Learning and Data Science, AMLDS 2025","Pulunggono, Heru Bagus (25825474400); Zulfajrin, Moh (57226238064); Nurazizah, Lina Lathifah (57422772800); Anwar, Syaiful (7005876562); Siswanto (60145612800); Nurzakiah, Siti (57192956809); Simanjuntak, Fransisca (57223438657); Mulyawan, Ronny (57458868000); Kurniawan, Dian Ary (60145506600); Razie, Fahkrur (6503890499); Sahari, Bandung (57195572269); Sabiham, Supiandi (6508122447)",Scopus;OpenAlex,Q6,W4414231378,2-s2.0-105019042397,https://www.scopus.com/pages/publications/105019042397?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8795,R-8ec01b26fcc5d1d7,10.20414/spin.v7i2.14329,APPLICATION OF DBD PLASMA AS PRETREATMENT OF COTTON FABRIC TO ENHANCE THE AFFINITY OF NATURAL DYE EXTRACTED FROM OIL PALM EMPTY FRUIT BUNCH WASTE WITH IMAGE PROCESSING EVALUATION,2025,SPIN JURNAL KIMIA & PENDIDIKAN KIMIA,Nurfadilah Ikhsani; Fahmi Fawzy Rusman; Andrian Wijayono; Verawati Nurazizah,OpenAlex,Q6,W4417537557,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8796,R-9ec2c79fcecb8197,10.47709/brilliance.v5i1.6562,Deep Learning for Classifying Tenera and Dura Oil Palm Using ResNet-50,2025,Brilliance Research of Artificial Intelligence,Anisah Dhiyaa Azzahra Putri; Tinaliah Tinaliah,OpenAlex,Q6,W4412662088,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8797,R-b1573a361e06ceef,10.22323/1.501.0231,Evaluation of Hadronic Interaction Models Through Muon Multiplicity Distributions in Extensive Air Showers at the GRAPES-3 Experiment,2025,Proceedings of Science,"Raveena, C.R. (60364666100); Parida, B. (36967613200); Mohanty, P.K. (23480323800); Varsi, F. (57215673516)",Scopus;OpenAlex,Q1,W4414420484,2-s2.0-105029007005,https://www.scopus.com/pages/publications/105029007005?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8798,R-b25fbf17b13c68e6,10.20961/jeeict.7.1.100897,Deep Learning Approach for Palm Oil Fresh Fruit Bunches Harvest Decision,2025,Journal of Electrical Electronic Information and Communication Technology,Yusuf Athallah Adriyansyah; Feri Adriyanto; Pringgo Widyo Laksono,OpenAlex,Q6,W4409744834,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8799,R-b722370d42a7d2be,10.1109/icons-iot65216.2025.11211262,XGBoost Machine Learning Based Oil Palm Age Mapping Using Landsat 9 Satellite Imagery,2025,"ICONS-IoT 2025 - International Conference on Networking, Intelligent Systems, and IoT","Rahmad, Dhiya (60262067800); Meutia, Ernita Dewi (56028376000); Ardiansyah (58462660900)",Scopus;OpenAlex,Q6,W4415822539,2-s2.0-105026237426,https://www.scopus.com/pages/publications/105026237426?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8800,R-ca141bff9af1ba14,10.35662/unine-thesis-3171,Towards a multi-dimensional assessment of plant diversity in an enriched oil palm plantation,2025,,Vannesa Montoya‐Sánchez,OpenAlex,Q6,W4410009742,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8801,R-caf07639eaa7048b,10.51200/jsffs.v1i1.6586,EVALUATING THE VERTICAL ACCURACY OF LIDAR AND OPEN-SOURCE DEM FOR OIL PALM PLANTATION PLANNING AND DESIGN,2025,Journal of Smart Farming and Food Security,Alfred Michael Sikab & Wilson V. C. Wong,OpenAlex,Q6,W7123721677,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8802,R-d0b9400a5f2d18df,10.35876/ijop.v8i3.134,Global Research Trends on Oil Palm Plantation and Deforestation: A Bibliometric Analysis,2025,International Journal of Oil Palm,Edwin Mahatir Muhammad Ramadhan; S Suprehatin,OpenAlex,Q6,W7135051469,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8803,R-d2df64fd062a1189,10.3390/su172411204,An Integrated IoT- and Machine Learning-Based Smart Management and Decision Support System for Sustainable Oil Palm Production,2025,Sustainability (Switzerland),"Puangsuwan, Kritsada (57190174293); Puttinaovarat, Supattra (56499350500); Sriklin, Natthaseth (60257984100); Phutthamongkhon, Weerapat (59757065100); Kajornkasirat, Siriwan (57200140638)",Scopus;OpenAlex,Q6,W4417317198,2-s2.0-105025900492,https://www.scopus.com/pages/publications/105025900492?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8804,R-da3e4ec61adcf8de,10.3390/rs17162908,Integrating Multi-Temporal Landsat and Sentinel Data for Enhanced Oil Palm Plantation Mapping and Age Estimation in Malaysia,2025,Remote Sensing,"Li, Caihui (60072032200); Chen, Bangqian (48261068400); Wang, Xincheng (58492491900); Ong-Abdullah, Meilina (13908226200); Wu, Zhixiang (48261647000); Lan, Guoyu (16643520600); Azmi Tohiran, Kamil (59116944300); Amit, Bettycopa (57023715200); Lai, Hongyan (57788519500); Wang, Guizhen (56608305500); Yun, Ting (55273559900); Kou, Weili (55211138200)",Scopus;OpenAlex,Q6,W4413351394,2-s2.0-105014323812,https://www.scopus.com/pages/publications/105014323812?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8805,R-dd3ac3c50434bfc4,10.1109/iscipt67144.2025.11264973,Grape Leaf Disease Classification Based on Convolutional Neural Networks,2025,"2025 10th International Conference on Computer and Information Processing Technology, ISCIPT 2025","Liu, Enyu (60404092100); Li, Haiming (59640246200)",Scopus;OpenAlex,Q7,W4416922741,2-s2.0-105030478266,https://www.scopus.com/pages/publications/105030478266?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8806,R-e93298411ad9c17f,10.1504/ijqet.2025.10071695,Integrated deep and classical machine learning for ripeness classification of oil-palm fresh fruit bunches,2025,International Journal of Quality Engineering and Technology,M. Kamil; Nani Kurniati; Rindi Kusumawardani,OpenAlex,Q6,W4411030249,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8807,R-f613073f5cdc5523,10.1016/j.rsase.2025.101506,Mapping oil palm expansion in the Eastern Amazon using optical and radar imagery,2025,Remote Sensing Applications: Society and Environment,"Barros, Pedro Henrique Batista de (59694841300); Dias, Filipe Gomes (59490134100); Quintanilha, José Alberto (6507254654); Grohmann, Carlos Henrique (8577187300)",Scopus;OpenAlex,Q6,W4408510757,2-s2.0-105000134962,https://www.scopus.com/pages/publications/105000134962?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8808,M-0b1c16caed197de4,10.5281/zenodo.20919880,"Precision Agriculture for Smallholder Oil Palm Plantations: Barriers, Enabling Conditions, and Policy Pathways for Inclusive Digital Transformation",2026,Zenodo (CERN European Organization for Nuclear Research),Loso Judijanto,OpenAlex,Q6,W7166082361;W7166120861;W7166159183,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8809,M-2c872e26fa149a1f,10.5281/zenodo.19733195,SELMA3D 2026: Self-supervised learning for 3D light-sheet microscopy image segmentation,2026,Zenodo (CERN European Organization for Nuclear Research),Ying Chen; Johannes C. Paetzold; Kyriaki-Margarita Bintsi,OpenAlex,Q7,W7155499477;W7155569795,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8810,M-d41f9fd1874d7da3,10.48550/arxiv.2604.23776,From Noisy Historical Maps to Time-Series Oil Palm Mapping Without Annotation in Malaysia and Indonesia (2020-2024),2026,arXiv (Cornell University),Nuttaset Kuapanich; Juepeng Zheng; Bohan Shi; Jiaying Liu,OpenAlex,Q6,W7156691745;W7158422354,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8811,M-dcbbf55f33b0c8d2,10.48550/arxiv.2601.21307,Mam-App: A Novel Parameter-Efficient Mamba Model for Apple Leaf Disease Classification,2026,Open MIND,Md. Nadim Mahamood; Md Imran Hasan; Md Rasheduzzaman; Ausrukona Ray,OpenAlex,Q7,W7126246565;W7126281370,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8812,R-112f2c98108fe6b0,10.36085/jsai.v9i1.10009,Application of ResNet50 for Oil Palm Fruit Image Classification Based on Ripeness Level,2026,JSAI (Journal Scientific and Applied Informatics),Hadiguna Setiawan; Handrie Noprisson; Abraham Cornelius Dachi; Ilim Hilimudin,OpenAlex,Q6,W7127188154,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8813,R-2549327e84843fdc,10.47709/brilliance.v6i1.8073,Sentiment Analysis of TikTok Netizens on Oil Palm Issues in Papua Using KNN,2026,Brilliance Research of Artificial Intelligence,Annisa Karima; Naufal Abdulillah; Aril Maulana; Satria Harry Menov,OpenAlex,Q6,W7161152278,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8814,R-3d7604899e5003b3,10.3390/geographies6010006,"Measuring Environmental Change: Oil Palm Expansion and the Anthropogenic Transformation in the Headwater Sub-Basin Caeté River, Brazilian Amazon (1985–2023)",2026,Geographies,"Correa, Alan Carlos de Souza (60536515900); Ferreira, Fernanda Neves (60535753600); Melo, Lorena Sousa (60535943300); Tavares, Paulo Amador (57207577352)",Scopus;OpenAlex,Q6,W7118170811,2-s2.0-105033963544,https://www.scopus.com/pages/publications/105033963544?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8815,R-4d07181502edc21a,10.3389/fclim.2026.1862586,Climate change and oil palm: impacts and adaptation strategies for resilient production,2026,Frontiers in Climate,K. Ramachandrudu; K.Harsha Vardhan; R. P. Premalatha; A. R. N. S. Subbanna,OpenAlex,Q6,W7166196118,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8816,R-645e0155fb6e5216,10.5194/egusphere-egu26-4739,The impacts of oil palm expansion on the terrestrial carbon cycle in Southeast Asia,2026,,Ruiying Zhao; Xiangzhong Luo,OpenAlex,Q6,W7135226216,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8817,R-7982e7ea037c1d3d,10.82403/6k3r-sx78,CONTENT ANALYSIS OF YOUTUBE VIDEOS ON OIL PALM PRODUCTION AND PROCESSING IN NIGERIA,2026,HO Library-OAUIFE,T. F. OJO; G. U. UWANA; O. A. BAKARE,OpenAlex,Q1,W7168391826,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8818,R-9ec7c8f0ae274883,10.55446/ije.2025.2503,OPTIMIZING VGG19 FOR ACCURATE PEST IDENTIFICATION IN OIL PALM,2026,Indian Journal of Entomology,"Muhathir (57209910152); Sahputra, Ilham (57962332600); Ula, Mutammimul (59241201400)",Scopus;OpenAlex,Q6,W4406755870,2-s2.0-105029980614,https://www.scopus.com/pages/publications/105029980614?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8819,R-b644c28686b97a59,10.3390/electronics15030671,Physics-Informed Neural Network-Assisted Imaging for Oil Palm Fruit Ripeness Classification,2026,Electronics (Switzerland),"Ng, Kuan-Huei (58538871200); Azaman, Mohd Ikmal Hafizi (57201733277); Udos, Waldo (57211073309); Khalid, Mohd Ramdhan Mohd (56275551200); Mohd Bakri, Mohd Azwan (59411482100); Lim, Kok-Sing (35170289000)",Scopus;OpenAlex,Q6,W7127297304,2-s2.0-105030091563,https://www.scopus.com/pages/publications/105030091563?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8820,R-bc8b299f8ee8c0b8,10.3390/f17070823,Toward 10 m Regional-Scale Time-Series Oil Palm Mapping in Malaysia and Indonesia (2020–2024) Using Sentinel-2 and Noise-Robust Deep Learning from Low-Resolution Historical Maps,2026,Forests,"Kuapanich, Nuttaset (60529696300); Zhang, Zhiwei (58930383700); Shi, Bohan (60603402500); Liu, Jiaying (59410955700); Jiang, Jiayin (60529696400); Huang, Jiatao (60530542500); Tan, Shenghan (60644554000); Zheng, Juepeng (58630253200)",Scopus;OpenAlex,Q6,W7168141725,2-s2.0-105045684396,https://www.scopus.com/pages/publications/105045684396?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8821,R-c44ced6d7b857fee,10.1109/iccraids67816.2026.11519731,Computer Vision-Driven Mitigation of Marasmius Palmivorus in Oil Palm Plantations,2026,"Proceedings - 2026 International Conference on Current Research in Artificial Intelligence and Data Science, ICCRAIDS 2026","Nirsal (60689680600); Indrabayu (36606118800); Mokobombang, Novy NRA (57194163898)",Scopus;OpenAlex,Q6,W7162109473,2-s2.0-105041675648,https://www.scopus.com/pages/publications/105041675648?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
