record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-9ce550df775bdda5,10.1109/3dv69130.2026.00127,CropCraft: Complete Structural Characterization of Crop Plants from Images,2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c3255af2ceafcc3f,10.48175/ijarsct-32708,CropIQ: An Integrated AI-Powered Decision Support System for Proactive Crop Management and Profit Optimization,2026,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: , the Real-time Disease Scanner, employs a custom-trained YOLOv8 (You Only Look Once, v8) object detection model for the instant and accurate identification of crop diseases from user-uploaded leaf images, with an initial successful deployment for rice lea","global production, yield, biomass, or land-use output: ty. It then generates a prioritized list of suitable crops, providing a detailed economic forecast for each, including estimated yield, projected market revenue, and a precise, cost-optimized fertilizer plan (kg/acre).The second module, the Real-time Disease Scanner, employs a custom",pending
M-921b8388b421a2e4,10.5194/bg-21-5393-2024,Cropland expansion drives vegetation greenness decline in Southeast Asia,2024,Scopus;OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-d56a7ce7efe0ccae,10.1109/icra48891.2023.10160990,CropNav: a Framework for Autonomous Navigation in Real Farms,2023,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
M-d4c0d3d500761c29,10.48550/arxiv.2601.00207,CropNeRF: A Neural Radiance Field-Based Framework for Crop Counting,2026,OpenAlex,Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: blems, we introduce a novel crop counting framework designed for exact enumeration via 3D instance segmentation. Our approach utilizes 2D images captured from multiple viewpoints and associates independent instance masks for neural radiance field (NeRF) view sy",,pending
R-257fcf373bd95012,10.1038/s41597-024-04290-0,Crops3D: a diverse 3D crop dataset for realistic perception and segmentation toward agricultural applications,2024,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ng dataset that comprehensively supports the three critical tasks in 3D crop phenotyping: instance segmentation of individual plants in agricultural settings, plant type perception, and plant organ segmentation. Additionally, the intricate crop structures in Cr",,pending
R-54e673a35b09d792,10.65521/ijacte.v13i2.39,CropShield: A Literature Review on Price Prediction and Disease Detection Techniques for Efficient Smart Pesticide Advisory Systems,2025,OpenAlex,Q5,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: CropShield: A Literature Review on Price Prediction and Disease Detection Techniques for Efficient Smart Pesticide Advisory Systems. CropShield represents a cutting-edge solution in smart agriculture, leveraging advanced te",,pending
M-5a800e9a9e1dee7a,10.1109/icmew.2019.00084,Cross domain knowledge transfer for unsupervised vehicle re-identification,2019,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross domain knowledge transfer for unsupervised vehicle re-identification. Vehicle re-identification (reID) is to identify a target vehicle in different cameras with non-overlapping views. When deploy the well-trained model",,pending
R-338ab77a76b2e612,10.48550/arxiv.2410.00643,Cross-Camera Data Association via GNN for Supervised Graph Clustering,2024,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-Camera Data Association via GNN for Supervised Graph Clustering. Cross-camera data association is one of the cornerstones of the multi-camera computer vision field. Although",,pending
R-386179c18fd2a17f,10.1109/tip.2014.2363445,Cross-camera knowledge transfer for multiview people counting,2015,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ae836c637d11cd08,10.2139/ssrn.4587785,Cross-Camera Multi-Person Re-Identification Based on Local-Global Dynamic Feature Matching,2023,OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-54845e6e1de94283,10.1016/j.jvcir.2018.08.006,Cross-camera multi-person tracking by leveraging fast graph mining algorithm,2018,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-15a030d92ab5ee69,10.1109/cisce62493.2024.10653098,Cross-Camera Multi-Target Identity Association Based on Graph Neural Networks,2024,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: n identity association method is limited to pairwise association between cameras, lacking multi-view collaborative processing, which restricts its application in complex surveillance networks. To address these limitations, this paper proposes a cross",,pending
R-a17a5efe78237982,10.1109/tip.2025.3544494,Cross-Camera Pedestrian Trajectory Retrieval Based on Linear Trajectory Manifolds,2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-6e3b9af2843bc1d5,10.3390/sym15122145,Cross-Camera Tracking Model and Method Based on Multi-Feature Fusion,2023,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-Camera Tracking Model and Method Based on Multi-Feature Fusion. Multi-camera video surveillance has been widely applied in crowd statistics and analysis in smart city scenarios. Most existing studies rely on appearance or moti",,pending
R-6c9403d67b305510,10.1109/icicml57342.2022.10009795,Cross-Camera Vehicle Trajectory Estimation towards Traffic Flow,2022,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: k towards traffic flow parameter estimation, which is mainly divided into three steps:(i) multi-object tracking in a single camera, (ii) multi-camera trajectory association and, (iii) traffic flow parameter estimation. Among them, we design an encoder that inte",,pending
R-c7d7992130e28fdc,10.3390/rs14143480,Cross-Comparison of Individual Tree Detection Methods Using Low and High Pulse Density Airborne Laser Scanning Data,2022,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Cross-Comparison of Individual Tree Detection Methods Using Low and High Pulse Density Airborne Laser Scanning Data. Numerous individual tree detection (ITD) methods have been developed for use w",,pending
R-89f0d672955b6294,10.1109/scisisis55246.2022.10002105,Cross-cultural Evaluation of Dementia Passive BCI Neuro-biomarker Candidates,2022,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-6399c4bdd4f3c6bd,10.1038/s41598-022-26730-w,Cross-cultural patterns in mobile playtime: an analysis of 118 billion hours of human data,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
M-191989e2c49ff293,10.5281/zenodo.17516254,Cross-Dataset Plant Disease Classification Under Field Conditions: Reproducible Unsupervised Domain Adaptation and Pareto-Guided Model Selection,2026,OpenAlex,Q4,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: o-Guided Model Selection. Plant Swarm is a reproducible research stack for transfer-aware plant disease detection and classification. It combines curated dataset loaders, Ultralytics YOLO detection wrappers, TIMM-based classifiers, and mixed-variable multi-object",,pending
R-808ada4eba3332fd,10.20965/jrm.2026.p0953,Cross-Day Grape Cluster Tracking Using Branch-Based 3D Alignment in Vineyards,2026,OpenAlex,Q1;Q3;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Cross-Day Grape Cluster Tracking Using Branch-Based 3D Alignment in Vineyards. In Japan, the quantity of domestically produced fruit has been gradually decreasing, while wholesale pr","global production, yield, biomass, or land-use output: es. In precision viticulture, monitoring the growth of grape clusters plays a key role in yield estimation, disease management, and optimal harvest timing. Although recent advances in deep learning and 3D reconstruction have enabled accurate fruit detectio",pending
R-dc7d7f2528cb3d5f,10.1007/s11042-021-11797-w,Cross-domain unsupervised pedestrian re-identification based on multi-view decomposition,2022,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
M-8e87990c9fa6655e,10.1109/tcsvt.2019.2909549,Cross-Entropy Adversarial View Adaptation for Person Re-Identification,2020,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-Entropy Adversarial View Adaptation for Person Re-Identification. Person re-identification (re-ID) is a task of matching pedestrians under disjoint camera views. To recognize paired snapshots, it has to cope with l",,pending
M-72a66db028714900,10.48550/arxiv.2603.21936,Cross-Instance Gaussian Splatting Registration via Geometry-Aware Feature-Guided Alignment,2026,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: ees misalignment or a 10x scale gap). Next, we use a fine registration step that enforces multi-view feature consistency, inspired by inverse radiance-field formulations. The first step already achieves state-of-the-art performance, and the second fu",,pending
R-cf84f63f22979275,10.1109/tvt.2022.3187440,Cross-Layer Resource Management for Downlink BF-NOMA-OFDMA Video Transmission Systems and Supervised/Unsupervised Learning Based Approach,2022,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ef6ab637ce0d6ef8,10.3390/geomatics6010012,Cross-Learner Spectral Subset Optimisation: PLS–Ensemble Feature Selection with Weighted Borda Count for Grapevine Cultivar Discrimination,2026,Scopus;OpenAlex,Q7,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-95c920a92d259fd7,,Cross-Modal Contrastive Learning for Abnormality Classification and Localization in Chest X-rays with Radiomics using a Feedback Loop.,2021,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: semi-supervised cross-modal contrastive learning framework, that simultaneously performs disease classification and localization tasks. The key knob of our framework is a unique positive sampling approach tailored for the medical images, by seamlessly integrating radiomic featu",,pending
R-bb989822975d4abc,10.1016/j.plaphe.2026.100172,Cross-modal data integration and spectral optimization for enhanced individual apple tree canopy nitrogen concentration estimation using UAV remote sensing,2026,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: egisters RGB-derived 3D point clouds with hyperspectral orthomosaics, enabling individual-tree localization in dense orchards. With this framework, we quantified layer-specific nitrogen-spectral relationships and assessed mixed-pixel effects across canopy p",,pending
R-9aa05877e482aea7,10.1016/j.inffus.2024.102544,Cross-modal semantic aligning and neighbor-aware completing for robust text–image person retrieval,2024,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a39546ccfd3e617e,10.2139/ssrn.5758806,Cross-modal semantic segmentation network based on complex vineyard scenes,2025,OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cc1bf3fbaac4fd23,10.1142/s0219467828500039,Cross-Modality Pedestrian Re-Identification System for Smart Campus Security,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-Modality Pedestrian Re-Identification System for Smart Campus Security. This study presents a comprehensive solution for enhancing smart campus security through a pedestrian re-identifica",,pending
R-58f6844d822748a0,10.1109/iccbd-ai62252.2023.00049,Cross-Modality Pedestrian Re-Identification via Modality Data Homogenization and Cross-layer Feature Aggregation,2023,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-Modality Pedestrian Re-Identification via Modality Data Homogenization and Cross-layer Feature Aggregation. Visible-Infrared Cross-Modality pedestrian Re-identification (CmRe-id) seeks to",,pending
R-d4aedf8fa815f37c,10.1016/j.ipm.2026.104878,Cross-platform evaluation of reasoning capabilities in foundation models,2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fb6742307a542eab,10.1016/j.rse.2026.115467,Cross-platform forest understanding: A multi-platform synergistic training framework for generalized forest point cloud segmentation,2026,Scopus;OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-1781f286d655c75f,10.1016/j.isprsjprs.2020.07.002,Cross-regional oil palm tree counting and detection via a multi-level attention domain adaptation network,2020,Scopus;OpenAlex,Q6;Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a6bd06db055f94d7,10.1109/cvprw50498.2020.00036,Cross-regional oil palm tree detection,2020,Scopus;OpenAlex,Q4;Q6;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ter R-CNN) and performs 4.99-2.21% better than other two state-of-the-art domain adaptive object detection approaches. Experimental results demonstrate the great potential of our CROPTD for large-scale, cross-regional oil palm tree detection, guaranteeing",,pending
R-6e328bec821d0989,10.1016/j.rse.2022.113366,"Cross-scale sensing of field-level crop residue cover: Integrating field photos, airborne hyperspectral imaging, and satellite data",2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-5013d3dbbfa4942a,10.1111/jfpe.70623,Cross-Scene Robustness Study of Transformer-Based Tomato Fruit Ripeness Detection Under Complex Illumination Conditions,2026,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2e45432c208c8d87,10.1016/j.atech.2026.102355,Cross-season candidate enrichment in potato breeding using a multi-temporal UAV-based 3D phenotyping framework,2026,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: on. To reduce terrain-related structural bias, we applied a terrain-constrained two-stage point cloud registration procedure, and we used relative-time alignment to improve comparability of developmental trajectories across seasons. The cascaded HSV-N",,pending
R-8f1a261c78592685,10.1016/j.jag.2025.104571,Cross-sensor data reconstruction for optical remote sensing gap-filling with attention-enhanced multi-scale fusion network,2025,OpenAlex,Q1,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: applications such as vegetation phenology assessment, soil dynamics monitoring, and crop yield estimation. However, optical remote sensing data often encounter information gaps due to satellite orbital cycles and adverse atmospheric conditions, which sign",,"global production, yield, biomass, or land-use output: applications such as vegetation phenology assessment, soil dynamics monitoring, and crop yield estimation. However, optical remote sensing data often encounter information gaps due to satellite orbital cycles and adverse atmospheric conditions, which sign",not_needed
R-c811fe29f9dfc97c,10.1109/joe.2024.3452134,Cross-Track Seabed Imaging and Buried Object Detection With a Multibeam Sonar,2024,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: Cross-Track Seabed Imaging and Buried Object Detection With a Multibeam Sonar. What lies underneath the ocean floor is of interest to a wide variety of disciplines. The focus here is imaging the upper ten,,pending
R-0fb7ad991ccb0fd5,10.3390/s24030779,Cross-Video Pedestrian Tracking Algorithm with a Coordinate Constraint,2024,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: t, compared to traditional methods, the method in this paper improves the success rate of target pedestrian matching and enhances the robustness of continuous pedestrian tracking. This study provides a viable reference for pedestrian tracking and crowd management in video applications.",,pending
R-1ee65bbc4e5bd541,10.1109/lsp.2026.3653684,Cross-View and Cross-Modal Contrastive Learning for Radar Object Detection,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: Cross-View and Cross-Modal Contrastive Learning for Radar Object Detection. Frequency-modulated continuous-wave radar is a cornerstone of advanced driver assistance systems thanks to its low cost and resilience to adverse we,,pending
M-20e63e08f08222c8,10.1109/iccv.2017.113,Cross-View Asymmetric Metric Learning for Unsupervised Person Re-Identification,2017,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-View Asymmetric Metric Learning for Unsupervised Person Re-Identification. While metric learning is important for Person reidentification (RE-ID), a signi",,pending
R-539de7b2242387be,10.1109/wacv45572.2020.9093382,Cross-view contextual relation transferred network for unsupervised vehicle tracking in drone videos,2020,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ansferred network for unsupervised vehicle tracking in drone videos. Recently CNN-centric object tracking methods have been gaining tremendous success in ground-view videos, however, it remains hard to cope with vehicle tracking in unmanned aerial vehicle",,pending
R-b67ff3a6f2a95e99,10.1109/cvpr46437.2021.00062,Cross-View Cross-Scene Multi-View Crowd Counting,2021,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-View Cross-Scene Multi-View Crowd Counting. Multi-view crowd counting has been previously proposed to utilize multi-cameras to extend the field-of-view of",,pending
R-551d9d73768b3451,10.48550/arxiv.2205.01551,Cross-View Cross-Scene Multi-View Crowd Counting,2022,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-View Cross-Scene Multi-View Crowd Counting. Multi-view crowd counting has been previously proposed to utilize multi-cameras to extend the field-of-view of",,pending
R-582b4fd6965beaf4,10.5244/c.31.186,Cross-view GAN based vehicle generation for re-identification,2017,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e9f67b1ae15c94e4,10.1007/978-981-92-3551-3_37,Cross-View Implicit Knowledge Compensation for Aerial-Ground Person Re-identification,2026,OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fbb9894a59bab613,10.1007/s11042-021-10671-z,Cross-view kernel collaborative representation classification for person re-identification,2021,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-d5c17d0ef4f2e6b7,10.48550/arxiv.1909.11316,Cross-View Kernel Similarity Metric Learning Using Pairwise Constraints for Person Re-identification,2019,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-View Kernel Similarity Metric Learning Using Pairwise Constraints for Person Re-identification. Person re-identification is the task of matching pedestria",,pending
R-c222242b89789261,10.1145/3490035.3490264,Cross-view kernel similarity metric learning using pairwise constraints for person re-identification,2021,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-view kernel similarity metric learning using pairwise constraints for person re-identification. Person re-identification is the task of matching pedestria",,pending
R-5b0ffa1b05930a58,10.1016/j.neunet.2024.106578,Cross-view motion consistent self-supervised video inter-intra contrastive for action representation understanding,2024,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e037e6b4447c5e5c,10.3390/math12233739,Cross-View Multi-Scale Re-Identification Network in the Perspective of Ground Rotorcraft Unmanned Aerial Vehicle,2024,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-View Multi-Scale Re-Identification Network in the Perspective of Ground Rotorcraft Unmanned Aerial Vehicle. Traditional Re-Identification (Re-ID) schemes",,pending
R-6f0ba19eeb7f3ed8,10.48550/arxiv.2510.03858,Cross-View Open-Vocabulary Object Detection in Aerial Imagery,2025,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: Cross-View Open-Vocabulary Object Detection in Aerial Imagery. Traditional object detection models are typically trained on a fixed set of classes, limiting their flexibility and making it cost",,pending
R-0b8eb0e50aa2c6c8,10.3233/jifs-200435,Cross-view pedestrian clustering via graph convolution network for unsupervised person re-identification,2020,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-view pedestrian clustering via graph convolution network for unsupervised person re-identification. At present, supervised person re-identification method",,pending
R-9fbe92d3342edb27,,Cross-view projective dictionary learning for person re-identification,2015,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Cross-view projective dictionary learning for person re-identification. Person re-identification plays an important role in many safety-critical applications. E",,pending
R-ba17f79f94be955f,10.1109/eicars68214.2025.11320227,Cross-View Re-Perception for Multi-UAV Multi-Object Tracking Method,2025,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: Cross-View Re-Perception for Multi-UAV Multi-Object Tracking Method. In response to the challenges of small target size, serious occlusion and high similarity of vehicle target in multiUAV Multi-Object Tracking",,pending
R-622edde8b7067633,10.1609/aaai.v39i2.32219,Cross-View Referring Multi-Object Tracking,2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9802a8346a6ef684,10.1109/icpr.2016.7900161,Cross-view transformation based sparse reconstruction for person re-identification,2016,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: Cross-view transformation based sparse reconstruction for person re-identification. Based on minimum reconstruction error criterion and the intrinsic sparse property of natural data, sparse representation (SR) has",,pending
R-8cf2dc5efc70cb7a,10.1007/s10489-022-03349-y,Cross-view vehicle re-identification based on graph matching,2022,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2b3b6311a3eae189,10.1109/jstars.2026.3653040,Cross-View Visible-Thermal Object-Level Change Detection for Small Vehicles,2026,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: multimodal feature discrepancy. To address these, we propose a Visible-Thermal Cross-View Object Change Detection (CVOCD) Dataset and a corresponding Cross-Modal Cross-View Object Change Detection (CMOCD) framework. The CMOCD framework integrates two core modules",,pending
R-039878a3e154c65d,10.1016/j.engappai.2026.115520,Cross-view visual positioning of unmanned aerial vehicle based on the hierarchical feature guided fusion pyramid network,2026,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-69cbdbaa5d09af5e,10.1109/wccct69960.2026.11549557,CrossDrone: Adaptive Cross-View Collaboration for Edge-Assisted Drone Video Analytics,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: CrossDrone: Adaptive Cross-View Collaboration for Edge-Assisted Drone Video Analytics. The rapid proliferation of Unmanned Aerial Vehicles (UAVs), or drones, has enabled flexible an",,pending
R-32c2e898e75ab6f0,10.48550/arxiv.1801.01760,Crossing Generative Adversarial Networks for Cross-View Person Re-identification,2018,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Crossing Generative Adversarial Networks for Cross-View Person Re-identification. Person re-identification (\textit{re-id}) refers to matching pedestrians across disjoint yet non-overlapping camera views.",,pending
R-757fcbd2ca2b8b6e,10.1016/j.neucom.2019.01.093,Crossing generative adversarial networks for cross-view person re-identification,2019,Scopus;OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ab80d25d7845257f,10.14321/fourthgenre.25.1.0091,Crossings,2023,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-b933fc394052210a,10.1109/cvpr52688.2022.00967,CrossPoint: Self-Supervised Cross-Modal Contrastive Learning for 3D Point Cloud Understanding,2022,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9f7d94a7ea918229,10.1109/lra.2026.3692031,CrossTrack-UAV: A Real-World Dataset and Baseline for Cross-View Multi-Object Tracking Using Fixed-Wing UAVs,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: CrossTrack-UAV: A Real-World Dataset and Baseline for Cross-View Multi-Object Tracking Using Fixed-Wing UAVs. Cross-view multi-object tracking (CVMOT) aims to simultaneously track a group of objects over time in each view and to associa,,pending
R-47157cd545fd517a,10.1109/icaccs57279.2023.10112813,Crow Detection in Peanut Field Using Raspberry Pi,2023,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ain functionalities: the first is the use of the Raspberry Pi OS which employs OpenCV for object detection, and the second is the buzzer for generating sounds that will drift the birds away from the field. Convolutional neural networks(CNN) were used in ou",,pending
R-70d83a75eae61200,10.1007/s10846-025-02219-2,CROW: A Self-Supervised Crop Row Navigation Algorithm for Agricultural Fields,2025,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: and is capable of handling variations in luminosity, topology, types of plantations, and plant growth stages. By using a Deep Learning-based approach to interpret LiDAR scans, we convert the detected rows of crops into lines, establishing waypoints for the controller based on fundamental geometric principles. To address the computational complexit",,pending
M-b95036e25cd4d1f2,10.5281/zenodo.18172007,Crowd Counting Recognition using Object-Based Detection,2024,OpenAlex,Q1,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ng aims to identify individuals in various environments, from sparse to congested, unlike object recognition, which focuses on identifying specific objects. The proposed system targets situations requiring urgent evacuations, such as fires or natural disaste",,pending
R-624b66c8a5427e3f,10.1109/tmm.2026.3668677,Crowd Counting via Single-Domain Generalization,2026,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-56ef42e56d135806,10.1049/ipr2.12379,Crowd understanding and analysis,2021,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ction 1: Crowd behaviour detection and recognition, Section 2: Crowd counting, Section 3: Object detection and recognition, and Section 4: Object tracking, and Section 5: Other tasks. “Human behaviour recognition with mid-level representations for crowd un",,pending
