query_id,openalex_id,doi,year,type,title,venue,authors,cited_by_count,is_oa,abstract
Q5,W4390271132,10.32388/tv1hr6,2023,peer-review,"Review of: ""Comparing YOLOv8 and Mask RCNN for object segmentation in complex orchard environments""",,Aayushi Gautam,4,True,"Potential competing interests: No potential competing interests to declare.The manuscript presents innovative research on how deep learning can be useful in orchards under various environmental conditions.However, the quality of the pictures needs improvement, and more comparisons can be done"
Q5,W4408401698,10.1109/icaiccit64383.2024.10912133,2024,conference-paper,"Advancing Soil Management and Crop Yield Optimization: A Comprehensive Review of Precision Agriculture Techniques Using Machine Learning, Deep Learning and IoT",,Arko Bagchi; Prashant Johri,1,False,"Agriculture is a vital sector in the economy of every nation, with its contributions markedly impacting the gross domestic product. The efficacy of agricultural operations and crop management predominantly hinges on attaining optimal yields and advantageous market conditions. Effective agricultural yield management necessitates continuous monitoring and intelligent decision-making. Artificial Intelligence (AI) offers a robust, automated method for crop surveillance and production forecasting. This paper examines the contribution of deep learning and its hybrid methodologies, such as Artificial Neural Networks (ANN), Deep Neural Networks (DNN), and Recurrent Neural Networks (RNN), to the improvement of agricultural output. It emphasizes the importance of RNNs and hybrid networks in agriculture, showcasing their enhanced performance relative to other models such as ANNs and Convolutional Neural Networks (CNNs). The study’s results were meticulously examined, and prospective future applications of these technologies in agriculture were discovered and deliberated."
Q5,W2885752763,10.11591/ijai.v7.i3.pp111-118,2018,article,Challenging Issues in Automated Oil Palm Fruit Grading,IAES International Journal of Artificial Intelligence,Gaurang S. Patkar; G. S. G. N. Anjaneyulu; Chandra Mouli,2,True,"&lt;span lang=""TR""&gt;Late advancement in Agriculture segment utilizing Image preparing and fuzzy logic methods has empowered ranchers to expand the yield of harvest and served the nourishment needs of the whole people. Look into in horticulture is pointed towards increment in the profitability, quality and lessening the likelihood of blunder presented by people. The biggest oil palm creation is in Malaysia and Indonesia and they send out palm oil to different nations on the planet. The most outrageous enthusiasm for palm oil is in India. This came to fruition India into Palm Oil advancement and era in various states . With a specific end goal to expand the efficiency of palm oil organic products, palm oil industry and in addition analysts utilizes different machine-vision systems to review the natural products. Tragically, the information caught and prepared is confronted with restricted learning and accuracy. There are a few difficulties required with the outline and usage of palm oil organic product reviewing. This paper introduces an outline of different Image handling and fuzzy logic methods, distinguishes and addresses testing issues in computerized palm natural product evaluating.&lt;/span&gt;"
Q5,W4413849147,10.1016/j.atech.2025.101400,2025,article,"Advances in UAV-based deep learning for cassava disease monitoring and detection: A comprehensive review of models, imaging techniques, and agricultural applications",Smart Agricultural Technology,Wasiu Akande Ahmed; Dayu Yan; Jimoh Olugbenga Hamed; Seyi F. Olatoyinbo,6,True,"ABSTRACT Cassava is a vital staple crop in sub-Saharan Africa, yet its production is severely threatened by diseases such as Cassava Mosaic Disease (CMD) and Cassava Brown Streak Disease (CBSD), which contribute to significant yield and economic losses. Traditional manual inspection methods for disease identification are time-consuming and unreliable, especially over large or remote farms. Recent advances in precision agriculture, particularly the integration of unmanned aerial vehicles (UAVs) and deep learning, have introduced scalable and accurate alternatives. This review explores two distinct approaches for cassava disease detection: Transformer-based model tailored for UAV-acquired imagery and a transfer learning method using the Inception v3 convolutional neural network with static leaf datasets. The Transformer-based ED-Swin architecture incorporates multi-scale attention and deformable convolution modules, enabling it to handle complex field conditions such as occlusion, uneven lighting, and irregular lesion morphology. On the other hand, the Inception v3 model, though computationally simpler, achieves competitive accuracy using relatively small datasets, making it ideal for smartphone-based field deployment. While the ED-Swin model excels in spatial awareness and classification accuracy, it demands higher computational resources. However, the Inception v3 approach offers practical advantages in low-resource environments due to its efficiency and ease of implementation. The review highlights how these complementary approaches can jointly inform a robust cassava disease monitoring framework, combining the high precision of UAV-Transformer systems with the accessibility of mobile Convolutional neural networks tools. Together, they underscore the transformative role of artificial intelligence in enhancing crop health surveillance and supporting sustainable agricultural practices across diverse farming environments"
Q5,W4416339735,10.1016/j.compag.2025.111229,2025,review,Machine learning for predicting bee honey production and quality: A systematic review,Computers and Electronics in Agriculture,Roberto Ahumada‐García; David Zabala‐Blanco; Víctor Hugo Monzón; Nádia Félix Felipe da Silva,3,False,
Q5,W4411882081,10.31893/multirev.2025364,2025,article,Deep learning for grape leaf disease detection: A review,Multidisciplinary Reviews,Prashant G. Aher; Vikrant Sabnis; Jay Kumar Jain,2,True,"Grape cultivation is playing an important role in global agriculture, it effect on economy and substance of various societies in worldwide. The production of grape and grapevine has been a challenging work since a longtime because of different type of diseases with common observations like bacteria, fungi and other viruses which employ separate or special infection technic and evasion system. Among fungi diseases powdery mildew and black rot are the well-known everywhere. These diseases not only compromise on quality of grape yield production but also effect on economic growth of farmer and vineyard manager. The diagnosis of diseases, such as grape leaf disease, on grape plantations plays a vital role in precision agriculture. When machine learning is applied to images of grape leaves, distinguishing between healthy and diseased samples with a high degree of precision becomes possible, which contributes to higher yields and improved qualities of the crops. This research aims to review grape leaf diseases, which include anthracnose, black rot, mites, and downy mildew, and the methodologies implemented for disease detection, e.g., visual, RS, ML, DL, and metaheuristic algorithms. On the basis of an analysis of 150 papers published between 2012 and 2022, the challenges associated with the current approaches are identified and categorized. This study also provides suggestions for increasing the precision and efficiency of grape leaf disease diagnosis, which may have profound effects on the agricultural industry. This paper provides a very informative review of the existing methods used for the detection of diseases in grape leaves, indicating possibilities for advancements in new detection techniques and improvements in current practices."
Q5,W4297491889,10.1007/978-981-19-3053-9_7,2022,book-chapter,Development of an Oil Palm Basal Stem Rot Disease Detection Model Via Machine Vision with Optimized Inception-Based Convolutional Neural Network,Lecture notes in mechanical engineering,Siqi Wan; Jae-Hyoung Yong; Esmeralda Leong; Joceyln Chan,1,False,
Q5,W7117689487,10.1080/01431161.2025.2600100,2025,article,Deep learning for single-image super-resolution in remote sensing: a review,International Journal of Remote Sensing,Songxi Yang; Hamed Ebrahimian; Zhou Zhang; Qunying Huang,2,False,"Remote sensing image super-resolution has become a critical task to enhance spatial details for downstream applications such as land cover mapping, environmental monitoring, and precision agriculture. However, the unique characteristics of remote sensing data – including limited training samples, complex sensor degradations, and spectral diversity – pose significant challenges to conventional super-resolution pipelines. In this paper, we present a comprehensive review of recent advances in remote sensing single image super resolution (RSSISR), spanning across supervised, self-supervised, unsupervised, training-free, generative adversarial network-based, diffusion-based, and physically/statistically guided frameworks. We introduce a structured taxonomy that organizes these approaches and analyzes their strengths, limitations, and application domains. In addition, we identify key challenges in the field, including (1) data scarcity, (2) generalization gaps, (3) high computational cost, (4) lack of task-oriented evaluation, and (5) limited physical integration in degradation process modelling. By pinpointing these challenges, we outline promising research directions including (1) data augmentation and enhancement, (2) generative priors and large foundation models, (3) learning paradigms less reliant on supervision, (4) application-aware frameworks, (5) physics-guided modelling, and (6) multi-task learning. Case studies across real-world tasks such as crop monitoring, spatio-temporal image upscaling, flood mapping, and object detection further illustrate the practical utility of different RSSISR strategies. This review not only summarizes the current landscape but also provides a forward-looking perspective on the future of RSSISR."
Q5,W4405241901,10.3390/rs16244623,2024,article,Application of LiDAR Sensors for Crop and Working Environment Recognition in Agriculture: A Review,Remote Sensing,Md Rejaul Karim; Md Nasim Reza; Hongbin Jin; Md Asrakul Haque,42,True,"LiDAR sensors have great potential for enabling crop recognition (e.g., plant height, canopy area, plant spacing, and intra-row spacing measurements) and the recognition of agricultural working environments (e.g., field boundaries, ridges, and obstacles) using agricultural field machinery. The objective of this study was to review the use of LiDAR sensors in the agricultural field for the recognition of crops and agricultural working environments. This study also highlights LiDAR sensor testing procedures, focusing on critical parameters, industry standards, and accuracy benchmarks; it evaluates the specifications of various commercially available LiDAR sensors with applications for plant feature characterization and highlights the importance of mounting LiDAR technology on agricultural machinery for effective recognition of crops and working environments. Different studies have shown promising results of crop feature characterization using an airborne LiDAR, such as coefficient of determination (R2) and root-mean-square error (RMSE) values of 0.97 and 0.05 m for wheat, 0.88 and 5.2 cm for sugar beet, and 0.50 and 12 cm for potato plant height estimation, respectively. A relative error of 11.83% was observed between sensor and manual measurements, with the highest distribution correlation at 0.675 and an average relative error of 5.14% during soybean canopy estimation using LiDAR. An object detection accuracy of 100% was found for plant identification using three LiDAR scanning methods: center of the cluster, lowest point, and stem–ground intersection. LiDAR was also shown to effectively detect ridges, field boundaries, and obstacles, which is necessary for precision agriculture and autonomous agricultural machinery navigation. Future directions for LiDAR applications in agriculture emphasize the need for continuous advancements in sensor technology, along with the integration of complementary systems and algorithms, such as machine learning, to improve performance and accuracy in agricultural field applications. A strategic framework for implementing LiDAR technology in agriculture includes recommendations for precise testing, solutions for current limitations, and guidance on integrating LiDAR with other technologies to enhance digital agriculture."
Q5,W7124303143,10.3390/robotics15010024,2026,review,Artificial Intelligence in Agri-Robotics: A Systematic Review of Trends and Emerging Directions Leveraging Bibliometric Tools,Robotics,Simona Casini; Pietro Ducange; Francesco Marcelloni; Lorenzo Pollini,4,True,"Agricultural robotics and artificial intelligence (AI) are becoming essential to building more sustainable, efficient, and resilient food systems. As climate change, food security pressures, and labour shortages intensify, the integration of intelligent technologies in agriculture has gained strategic importance. This systematic review provides a consolidated assessment of AI and robotics research in agriculture from 2000 to 2025, identifying major trends, methodological trajectories, and underexplored domains. A structured search was conducted in the Scopus database—which was selected for its broad coverage of engineering, computer science, and agricultural technology—and records were screened using predefined inclusion and exclusion criteria across title, abstract, keywords, and eligibility levels. The final dataset was analysed through descriptive statistics and science-mapping techniques (VOSviewer, SciMAT). Out of 4894 retrieved records, 3673 studies met the eligibility criteria and were included. As with all bibliometric reviews, the synthesis reflects the scope of indexed publications and available metadata, and potential selection bias was mitigated through a multi-stage screening workflow. The analysis revealed four dominant research themes: deep-learning-based perception, UAV-enabled remote sensing, data-driven decision systems, and precision agriculture. Several strategically relevant but underdeveloped areas also emerged, including soft manipulation, multimodal sensing, sim-to-real transfer, and adaptive autonomy. Geographical patterns highlight a strong concentration of research in China and India, reflecting agricultural scale and investment dynamics. Overall, the field appears technologically mature in perception and aerial sensing but remains limited in physical interaction, uncertainty-aware control, and long-term autonomous operation. These gaps indicate concrete opportunities for advancing next-generation AI-driven robotic systems in agriculture. Funding sources are reported in the full manuscript."
Q5,W4410105908,10.30967/ijcrset/yujie-gao/174,2025,article,"Research Progress on the Integration of Robot Vision, Computer Vision and Machine Learning: Technological Evolution, Challenges and Industrial Applications",International Journal of Current Research in Science Engineering & Technology,Yujie Gao; Zhengkai Zhang; Zhu Xiao; Shengping Ding,3,True,"This paper systematically reviews the technological progress of the integration of robot vision, computer vision (CV) and machine learning (ML), focusing on the design paradigms of global vision system, local embedded vision, hybrid cloud edge architecture, as well as target detection, 3D reconstruction, Algorithm innovation of CV technology such as dynamic scene understanding.Combining the seven major trends of IDC 2025 embodied intelligent robots with the China machine vision market research report, this paper analyzes solutions to challenges such as real-time, data scarcity and multi-modal fusion and proposes solutions based on lightweight models, federated learning and neural symbolic systems.Future direction.By citing top conference papers and industry white papers such as CVPR, ICRA and NeurIPS, this paper builds a technology-scenarioindustry closed-loop academic framework to provide theoretical support for the intelligent upgrade of robot vision.In recent years, with the rapid development of artificial intelligence and computer vision technology, robot vision system has made remarkable progress.These systems improve the perception and decision-making capabilities of robots in complex environments by combining deep learning and machine vision technologies.Deep learning algorithms excel in image processing and feature extraction, enabling robots to more accurately identify and track target objects1-5.In addition, the progress of machine vision technology also provides strong support for the application of robots in agriculture, industry, medical and other fields6-10.In the agricultural field, machine vision technology is widely used in tasks such as robot navigation and fruit detection and efficient automated operation is achieved by optimizing the robot control system through deep learning algorithms6,7,11.In the industrial field, robot vision system improves the accuracy and efficiency of welding, sorting and other tasks through the combination of deep learning and machine vision technology10,12,13.In addition, in special scenarios such as medical treatment and fire protection, the robot vision system also shows its unique advantages.Through deep learning and visual servo technology, the robot can learn and adapt to complex environments autonomously14,15."
Q5,W4323564946,10.48550/arxiv.2303.02632,2023,preprint,"Deep-Learning-based Counting Methods, Datasets, and Applications in Agriculture -- A Review",arXiv (Cornell University),"Guy Farjon; Huijun, Liu; Yael Edan",2,True,"The number of objects is considered an important factor in a variety of tasks in the agricultural domain. Automated counting can improve farmers decisions regarding yield estimation, stress detection, disease prevention, and more. In recent years, deep learning has been increasingly applied to many agriculture-related applications, complementing conventional computer-vision algorithms for counting agricultural objects. This article reviews progress in the past decade and the state of the art for counting methods in agriculture, focusing on deep-learning methods. It presents an overview of counting algorithms, metrics, platforms, and sensors, a list of all publicly available datasets, and an in-depth discussion of various deep-learning methods used for counting. Finally, it discusses open challenges in object counting using deep learning and gives a glimpse into new directions and future perspectives for counting research. The review reveals a major leap forward in object counting in agriculture in the past decade, led by the penetration of deep learning methods into counting platforms."
Q5,W4415053893,10.1016/j.compag.2025.111077,2025,article,Low-altitude remote sensing and deep learning-based canopy detection method for the navigation of orchard unmanned ground vehicles,Computers and Electronics in Agriculture,Yongda Lin; Xiaofei Song; Weiming Xiao; Da Kuang,2,False,
Q5,W4407516028,10.3390/agriengineering7020044,2025,article,Innovative Flood Impact Monitoring and Harvest Analysis in Oil Palm Plantations Utilizing Geographic Information Systems and Deep Learning,AgriEngineering,Supattra Puttinaovarat; Supaporn Chai-Arayalert; Wanida Saetang; Kanit Khaimook,1,True,"Floods, as a form of disaster, significantly affect individuals and farmers in impacted areas, particularly through crop damage and the inability to harvest due to prolonged and extensive flooding. Among the most severely affected agricultural sectors are oil palm plantations, which regularly experience such disruptions annually. Current methods of assistance and relief during flooding rely on field surveys conducted manually by personnel, a process constrained by its time-intensive nature. Moreover, existing applications or platforms do not support the classification and inspection of oil palm plantations affected by floods during harvesting. This research aims to develop a method and application for inspecting oil palm plantations impacted by floods during harvesting. The approach utilizes deep learning and geographic information systems (GIS) to classify and analyze flood-affected areas and determine the ripeness of oil palm bunches on trees, enabling accurate and rapid identification of flood-affected areas. The study results demonstrate that the proposed method achieves a flood classification accuracy ranging from 96.80% to 98.29% and ripeness classification accuracy for oil palm bunches on trees ranging from 97.60% to 99.75%. These findings indicate that the proposed model effectively and efficiently monitors flood-affected areas. Additionally, the developed application serves as a valuable tool for flood management, facilitating timely assistance and relief for farmers impacted by flooding."
Q5,W4392146742,10.1007/978-981-99-7814-4_1,2024,conference-paper,Crop Classification Using Deep Learning on Time Series SAR Images: A Survey,Lecture notes in networks and systems,Naman Saini; Renu Dhir; Kamalpreet Kaur,2,False,
Q5,W4392543001,10.1007/s00521-024-09582-5,2024,article,A deep learning-based framework for object recognition in ecological environments with dense focal loss and occlusion,Neural Computing and Applications,Muhammad Afsar; Asim Dilawar Bakhshi; Ejaz Hussain; Javed Iqbal,5,False,
Q5,W4388162723,10.12785/ijcds/1401112,2023,article,Drone-Assisted Plant Disease Identification Using Artificial Intelligence: A Critical Review,International Journal of Computing and Digital Systems,Hicham Slimani; Jamal El Mhamdi; Abdelilah Jilbab,24,True,"Artificial intelligence has been incorporated into modern agriculture to increase agricultural output and resource efficiency.Utilizing deep learning, particularly convolutional neural networks, for recognizing and diagnosing plant diseases is tempting.In parallel, drone integration in precision agriculture has accelerated, providing new potential for crop monitoring, map creation, and targeted treatments.This study analyzes over 100 significant research articles published between 2018 and 2023, examining the interaction between drones and artificial intelligence in identifying plant diseases.We begin by explaining the value of sensor and drone technology in identifying plant diseases and carefully mapping the area.The various CNN architectures and drone-based approaches essential for precise illness detection and diagnosis are then highlighted in a thorough research review.Our research highlights how this combination can transform how plant diseases are managed completely.This study emphasizes the conceptual underpinnings of this new fusion, even if fulfilling this promise needs additional investigation.In conclusion, we expect changing research paths to direct improvements in this field and integrate AI, deep learning, drones, and plant pathology into a coherent framework with significant agricultural consequences."
Q5,W4417449693,10.3389/fpls.2025.1734507,2025,review,Technology-driven approaches to intelligent mechanical weed control: a systematic review for sustainable weed management,Frontiers in Plant Science,Samriddha Das; Arjun Upadhyay; Xin Sun,3,True,"The intensifying global demand for sustainable agriculture has necessitated innovation in weed management, particularly through intelligent, non-chemical alternatives. Among these, smart mechanical weeding systems integrating artificial intelligence (AI), machine vision, and robotics are emerging as transformative tools for precise and eco-friendly weed control. While several recent reviews have examined intelligent weeding or machine vision-based weed management more broadly, a comprehensive and systematically structured synthesis focusing specifically on AI-driven mechanical weeding systems that integrate both vision and robotic actuation remains limited. This study presents a systematic review of 176 technical papers published between 2000 and 2024, with in-depth analysis of 33 key works, aiming to explore the design and performance of intelligent mechanical weed control systems in precision agriculture. The review investigates foundational mechanical weeding methods, recent advances in sensor integration and weed detection algorithms, and the use of robotic platforms for intra- and inter-row weeding. It highlights the critical role of RGB, LiDAR, hyperspectral sensors, and deep learning models in enabling real-time, selective weed removal. Comparative case studies showcase end effectors, control architecture, sensors, and techniques involved across diverse platforms. While significant progress has been made, challenges persist in weed-crop differentiation, model generalization, real-time actuation, and economic feasibility. The review proposes a set of design and operational guidelines addressing sensor fusion, adaptive tooling, platform modularity, and user-centric interfaces. This work provides a targeted, system-level roadmap for researchers, developers, and stakeholders in agricultural robotics, offering insights into current capabilities, gaps, and future directions to advance intelligent mechanical weeding for scalable and sustainable food production."
Q5,W4416772940,10.1016/j.compag.2025.111256,2025,article,Frontiers and advances of deep learning-based fruit and vegetable image analysis,Computers and Electronics in Agriculture,Jinlin Ma; Yuetong Wan; Weiqing Min; Ziping Ma,5,False,
Q5,W4414385542,10.3390/fi17090431,2025,article,Deep Learning Approaches for Automatic Livestock Detection in UAV Imagery: State-of-the-Art and Future Directions,Future Internet,Muhammad Adam; Jianchao Song; Wei Yu; Qingqing Li,6,True,"Accurate livestock monitoring is critical for precision agriculture, supporting effective farm management, disease prevention, and sustainable resource allocation. Deep learning and remote sensing are recent technological advancements that have created auspicious opportunities for the development of livestock monitoring systems. This paper presents a comprehensive survey of deep learning approaches for automatic livestock detection in unmanned aerial vehicles (UAVs), highlighting key deep learning techniques, livestock detection challenges, and emerging trends. We analyze the innovations of popular deep learning models in the area of object detection, including You Look Only Once (YOLO) versions, Region-based Convolutional Neural Networks (RCNN), Anchor-based networks, and transformer models, to discuss their suitability for scalable and cost-efficient UAV-based livestock detection scenarios. To complement the survey, a case study is conducted on a custom UAV cattle dataset to benchmark representation detection models. Evaluation results demonstrate a trade-off between Precision, Recall, F1 score, IoU, mAP@50, mAP@50-95, inference speed, and model size. The case study results provide a clear understanding of selection and adapting deep learning models for UAV-based livestock monitoring and outline future directions for lightweight, domain-adapted frameworks in precision farming applications."
Q5,W4387614432,10.12785/ijcds/140187,2023,article,Citrus Fruit Disease Detection Techniques: A Survey and Comparative Analysis of Relevant Approaches,International Journal of Computing and Digital Systems,Poonam Dhiman; Amandeep Kaur; Vinay Kukreja,10,True,"The incorporation of computer vision in contemporary agriculture has witnessed significant advancements, particularly in detecting diseases and deficiencies affecting citrus fruit production.This study provides an in-depth comparative analysis of several limitations of the citrus fruit detection system and the cutting-edge machine vision algorithms used for classification.Traditional diagnostic methods are initially reviewed, followed by an elaborate discussion on various image acquisition techniques such as remote sensing, hyperspectral imaging, bio speckle laser imaging, and color imaging.These techniques focus on extracting features like color, texture, and size for diagnosing citrus fruit diseases.Despite their effectiveness, the images obtained might contain noise and distortions.The study details two crucial steps-image preprocessing and segmentation-to minimize these anomalies.It further explores a range of classification techniques and their efficacy in different research contexts.The paper is structured around five key components: diverse image capture methods, preprocessing and segmentation techniques, various extracted features, classification techniques for citrus fruit detection, and a comparison among classification methods like machine learning, deep learning, and statistical techniques.The study concludes by discussing current challenges and limitations in detecting citrus fruit diseases.It emphasizes the use of thresholding in hyperspectral imaging and identifies RGB color space as a frequently used feature.Among the compared techniques, Support Vector Machine (SVM) in machine learning, Artificial Neural Network (ANN) in neural networks, Convolutional Neural Network (CNN) in deep learning, and Linear Discriminant Analysis in statistical approaches emerge as the most effective."
Q5,W4413082650,10.1201/9781003518778-17,2025,book-chapter,Crop Yield Estimation,,M. Salomi; JK Kiruthika; S Samsudeen; G. Maragatham,1,False,"A major problem in our world is food security. Ensuring sustainable and adequate food production is crucial due to the increasing world population. With the use of data-driven insights, precision agriculture is becoming a major remedy. In order to estimate agricultural productivity, this chapter addresses the use of computer vision (CV) and artificial intelligence (AI) in ecological informatics. Drones, or unmanned aerial vehicles, or UAVs, have revolutionized the way agricultural data is collected for AI and CV applications. They are especially well-suited for automated crop yield estimation because of their special qualities. Conventional techniques for estimating crop production, such as manual field surveys, have certain drawbacks. Few drawbacks include large farms find manual field surveys expensive since they need a lot of manpower and time, inaccurate yield estimations that results in human error and captures images at a certain point in time, leaving out important information from the whole growing season. Artificial intelligence integrated with UAV addresses the mentioned drawbacks .AI algorithms quickly gather data from UAVs over big areas, and these analyses are unbiased, which makes yield estimates more accurate and useful. UAVs make it possible to collect data often, which lets farmers keep an eye on the health and growth of their crops all season long and recognize problems very early. Normalized difference vegetation index is used in the research for estimating the growth of crops. NDVI carries simple calculation that results in accurate measure of crop health. NDVI through UAV is simply cost effective with high performance. The NDVI provides a quantitative indicator of vegetative health, which is a useful piece of information for AI algorithms to use in order to provide more precise and knowledgeable production estimates. For capturing vegetative health dynamics, the NDVI is still a core and commonly used index because of its simplicity, applicability, and effectiveness compared to the various existing vegetation indices."
Q5,W4367593810,10.2991/978-94-6463-136-4_83,2023,book-chapter,Fruit Detection and Identification from Realtime Video Sequences: A Review,Advances in computer science research,Shriram D. Raut; Jyoti V. Mashalkar,1,True,"Object detection in real-time video sequence is still a big challenge as the images are captured with different modalities such as occlusion, clustering, scale, size, color, illumination changes due to complex environment, low quality camera, trees shake and noise.To overcome these challenges, researchers have used a variety of image processing techniques and algorithms to develop successful fruit detection system in order to achieve high accuracy.This paper presents a review of research work done on fruit detection and recognition systems.Also summarizes the features, image segmentation and classification methods used in the existing fruit detection systems such as Convolution Neural Network (CNN), k-means clustering, Support Vector Machine (SVM), deep learning etc.Finally, the future challenges, scope and proposed system for fruit detection and identification from realtime video sequences is discussed.The proposed fruit detection system will make use of deep learning algorithms along with Convolution Neural Network (CNN) in order to increase the classification and recognition accuracy."
Q5,W4405936673,10.1109/icdici62993.2024.10810867,2024,conference-paper,Agricultural Leaf Disease Segmentation Approaches Using Deep Learning,,Anu Kiruthika M.; Angelin Gladston; R M Shiny; Gracia Nissi S,3,False,"Image segmentation is a fundamental computer vision technique that divides a digital image into distinct regions or segments, each representing different objects or parts of objects. This process enables computers to understand and analyze visual content by detecting and isolating specific areas. Image segmentation is widely used across various industries, such as medical imaging, autonomous driving, and agriculture, where it assists in disease detection, yield estimation, and crop monitoring. By accurately segmenting images, advanced algorithms can offer precise insights and improve decision-making processes in numerous applications. As a result, we carried out an in-depth assessment of deep learning-based image segmentation techniques, highlighting their developments and possible applications in agriculture. There are several types of deep learning-based image segmentation methods utilised in agriculture. This survey explores the various deep learning-based image segmentation methods employed to identify leaf diseases, highlighting their development, applications, and potential for future advancements in agricultural technology."
Q5,W4399796875,10.1088/2631-8695/ad59f6,2024,article,"Revolutionizing agriculture: a comprehensive review of agribots, machine learning, and deep learning in meeting global food demands",Engineering Research Express,Sreedeep Krishnan; M. Karuppasamypandiyan; Ranjeesh R Chandran; D. Devaraj,3,True,"Abstract Agriculture is quickly transforming into a high-tech industry, which is drawing new professionals, investors, and firms. Technology is constantly improving, allowing farmers to increase their output capacity. This growth, modernization, and automation over time have led to a substantial increase in agricultural output. The United Nations is projecting that the population of our world will reach 9.7 billion by the year 2050. Hence, the world needs considerably more food, putting farmers under tremendous pressure to satisfy that need. The one of best solutions for this problem is using Agribots. Agribots assist farmers in a number of ways to enhance output yields. An Agribot, or agricultural robot, is a robot that is used for agricultural applications. Agribots utilize Machine Learning (ML) and Deep Learning (DL) techniques to improve agricultural production and output. ML and DL advancements have enabled agribots to locate, localize, and recognize objects in images and videos. This paper analyzes the three primary research areas in agriculture: The first area is Agricultural Operations, focusing on recent research findings regarding operations such as crop and weed detection, fruit detection, area detection, and disease detection. The next research area discusses the various hardware setups and types of agribots, and finally the machine vision systems of the Agribots. Comparative analyses of machine learning and deep learning approaches have been conducted, along with an exploration of the limitations and future research focus on Agribots."
Q5,W4404312435,10.1016/j.cosrev.2024.100690,2024,article,Image processing and artificial intelligence for apple detection and localization: A comprehensive review,Computer Science Review,Afshin Azizi; Zhao Zhang; Wanjia Hua; Meiwei Li,27,False,
Q5,W7164392209,10.1016/j.compag.2026.111986,2026,article,"A comprehensive survey on segmentation-enabled precision agriculture: Methodologies, applications, and the road to agriculture 5.0",Computers and Electronics in Agriculture,Chenxin Wang; Xingyu Ge; Yongkang Zhao; Jijing Cai,1,False,
Q5,W4404887107,10.1016/j.atech.2024.100687,2024,article,"Design, development, and testing of a cassava storage root-cutting robot utilizing a Stewart platform and mask R-CNN for precision agriculture",Smart Agricultural Technology,Thanaporn Singhpoo; Seree Wongpichet; Jetsada Posom; Kanda Runapongsa Saikaew,5,True,"• Developed a Cassava Storage Root-Cutting Robot (CSRCR) with a Stewart platform for precision harvesting. • Integrated Mask R-CNN for accurate detection and alignment of cassava storage root cutting. • Optimized cutting performance with ELA speed of 22 mm/sec and CU rotational speed of 882 rpm. • Achieved an average cutting alignment error of only 0.65 degrees in roll and pitch directions. • Demonstrated significant reduction in harvesting loss (1.44%), trash (0.66%), and cutting time (4.05 sec/stem). Separating cassava storage root from its stem, known as cassava storage root cutting, represents a pivotal stage in cassava harvesting. It has become increasingly challenging due to a shortage of skilled labor. This research introduces an innovative solution: a cassava storage root-cutting robot (CSRCR) utilizing computer vision technology. The Mask-RCNN model is employed for precise cutting alignment detection. The moving mechanism utilizes a Stewart platform, and the cutting action is performed by a cylinder saw integrated into the robot. The specifications of these components, including dimensions, load capacity, and speed, were meticulously defined and calculated based on a physical survey of cassava plants. The robot's performance was evaluated through a three-step process. First, motion performance was assessed, and the results demonstrated acceptable levels of accuracy, repeatability, and workspace. Second, the optimal moving speed and the cutter's speed were determined. In the third step, the robot was integrated with computer vision technology. The integration achieved a remarkable success rate of 100%. The average loss and trash were minimized to 1.44% and 0.66%, respectively, and the cycle time was 32.43 seconds. This successful integration not only demonstrates the robot's ability to cut cassava stems accurately in various orientations but also significantly improves efficiency by reducing loss and trash. The research findings pave the way for enhanced traditional cassava harvesting practices."
Q5,W4412645071,10.25081/jsa.2025.v9.9497,2025,article,"A review on Artificial Intelligence, Machine Learning and IoT integration in Precision Agriculture",Journal of Scientific Agriculture,Harshit Mishra,1,True,"Artificial Intelligence is revolutionizing agriculture by enhancing efficiency and promoting sustainability through advanced technologies. Machine learning and deep learning, including supervised, unsupervised, and reinforcement learning, enable precise crop and soil monitoring, as well as early detection of diseases and pests, leading to improved yield predictions and more effective resource management. Statistical evidence highlights a 30% increase in crop yields through AI-driven data analytics and precision farming techniques. Robotics and automation, such as automated harvesting systems, streamline operations, reducing labour costs by up to 25%. The integration of IoT and sensor networks facilitates smart irrigation systems, optimizing water use by 20-40%. Moreover, AI aids in climate change mitigation, reducing carbon footprints by employing adaptive strategies. Economic analyses reveal a significant return on investment for AI adoption, with emerging markets in agri-tech forecasted to grow by 18% annually. Despite challenges like high initial costs and data privacy concerns, the potential of AI to transform agriculture is immense, promising more sustainable and productive farming practices."
